#2021-07-13 22:29:34.375;RpoN_42˚C-6min_RepMerge.bam;READ1
chrom	index	forward	reverse	value
ec2	951471	0	1	1
ec2	951491	1	0	1
ec2	951632	0	1	1
ec2	951717	0	1	1
ec2	951729	0	1	1
ec2	951771	1	0	1
ec2	951774	0	1	1
ec2	951955	0	1	1
ec2	952076	1	0	1
ec2	952082	1	0	1
ec2	952383	0	1	1
ec2	952440	1	0	1
ec2	952723	1	0	1
ec2	952833	1	0	1
ec2	953152	1	0	1
ec2	953257	1	0	1
ec2	953261	0	1	1
ec2	953265	0	1	1
ec2	953310	1	0	1
ec2	953360	1	0	1
ec2	953374	0	1	1
ec2	953418	0	1	1
ec2	953429	0	1	1
ec2	953811	1	0	1
ec2	953840	1	0	1
ec2	953906	1	0	1
ec2	953956	1	0	1
ec2	954065	0	1	1
ec2	954233	0	1	1
ec2	954362	0	1	1
ec2	954367	0	1	1
ec2	954404	1	0	1
ec2	954433	0	1	1
ec2	954523	1	0	1
ec2	954559	0	1	1
ec2	954649	1	0	1
ec2	954689	1	0	1
ec2	954700	0	1	1
ec2	954724	1	0	1
ec2	954837	0	1	1
ec2	954858	0	1	1
ec2	954875	0	1	1
ec2	954890	0	1	1
ec2	954941	0	1	1
ec2	954978	0	1	1
ec2	955149	0	1	1
ec2	955247	0	1	1
ec2	955370	0	1	1
ec2	955622	1	0	1
ec2	955708	0	1	1
ec2	955730	0	1	1
ec2	955883	1	0	1
ec2	955888	1	0	1
ec2	956015	1	0	1
ec2	956108	0	1	1
ec2	956424	1	0	1
ec2	956468	0	1	1
ec2	956547	0	1	1
ec2	956807	0	1	1
ec2	956942	0	1	1
ec2	957063	0	1	1
ec2	957096	1	0	1
ec2	957147	1	0	1
ec2	957174	0	1	1
ec2	957257	0	1	1
ec2	957259	1	0	1
ec2	957324	0	1	1
ec2	957389	0	1	1
ec2	957537	1	0	1
ec2	957539	0	1	1
ec2	957718	1	0	1
ec2	957811	0	1	1
ec2	957827	0	1	1
ec2	957878	1	0	1
ec2	957938	1	0	1
ec2	958159	0	1	1
ec2	958185	0	1	1
ec2	958189	1	0	1
ec2	958237	0	1	1
ec2	958306	1	0	1
ec2	958388	0	1	1
ec2	958411	1	0	1
ec2	958423	0	1	1
ec2	958475	0	1	1
ec2	958868	0	1	1
ec2	958873	0	1	1
ec2	958899	0	1	1
ec2	958908	1	0	1
ec2	958915	0	1	1
ec2	958947	0	1	1
ec2	959010	1	0	1
ec2	959033	0	1	1
ec2	959035	0	1	1
ec2	959053	1	0	1
ec2	959211	1	0	1
ec2	959357	1	0	1
ec2	959381	0	1	1
ec2	959572	1	0	1
ec2	959702	0	1	1
ec2	959868	0	1	1
ec2	959970	0	1	1
ec2	960021	1	0	1
ec2	960083	0	1	1
ec2	960124	1	0	1
ec2	960196	0	1	1
ec2	960206	0	1	1
ec2	960270	0	1	1
ec2	960411	0	1	1
ec2	960466	0	1	1
ec2	960546	1	0	1
ec2	960832	0	1	1
ec2	960874	0	1	1
ec2	960878	0	1	1
ec2	960895	0	1	1
ec2	960922	1	0	1
ec2	961060	0	1	1
ec2	961093	1	0	1
ec2	961151	1	0	1
ec2	961202	1	0	1
ec2	961278	1	0	1
ec2	961448	1	0	1
ec2	961451	1	0	1
ec2	961496	1	0	1
ec2	961603	1	0	1
ec2	961756	0	1	1
ec2	961758	0	1	1
ec2	961796	1	0	1
ec2	961827	0	1	1
ec2	961831	0	1	1
ec2	961970	0	1	1
ec2	961977	1	0	1
ec2	962131	1	0	1
ec2	962139	0	1	1
ec2	962161	1	0	1
ec2	962163	0	1	1
ec2	962164	0	1	1
ec2	962222	1	0	1
ec2	962235	1	0	1
ec2	962241	1	0	1
ec2	962249	1	0	1
ec2	962263	1	0	1
ec2	962267	1	0	1
ec2	962308	0	1	1
ec2	962330	0	1	1
ec2	962352	0	1	1
ec2	962389	0	1	1
ec2	962404	1	0	1
ec2	962459	0	1	1
ec2	962460	1	0	1
ec2	962492	1	0	1
ec2	962543	0	1	1
ec2	962571	1	0	1
ec2	962584	1	0	1
ec2	962645	0	1	1
ec2	962669	0	1	1
ec2	962687	1	0	1
ec2	963010	1	0	1
ec2	963023	0	1	1
ec2	963027	1	0	1
ec2	963068	1	0	1
ec2	963074	1	0	1
ec2	963113	0	1	1
ec2	963236	1	0	1
ec2	963485	1	0	1
ec2	963515	1	0	1
ec2	963564	1	0	1
ec2	963948	1	0	1
ec2	964060	1	0	1
ec2	964153	0	1	1
ec2	964179	1	0	1
ec2	964226	1	0	1
ec2	964263	1	0	1
ec2	964306	0	1	1
ec2	964352	1	0	1
ec2	964405	2	0	2
ec2	964835	1	0	1
ec2	964845	1	0	1
ec2	965033	0	1	1
ec2	965206	0	1	1
ec2	965552	1	0	1
ec2	965710	0	1	1
ec2	965991	0	1	1
ec2	966286	0	1	1
ec2	966385	2	0	2
ec2	966417	0	1	1
ec2	966450	1	0	1
ec2	966463	0	1	1
ec2	966478	0	1	1
ec2	966479	0	1	1
ec2	966567	0	1	1
ec2	966650	1	0	1
ec2	966658	1	0	1
ec2	966754	0	1	1
ec2	966777	0	1	1
ec2	966793	1	0	1
ec2	966947	0	1	1
ec2	966963	0	1	1
ec2	966983	1	0	1
ec2	967033	0	1	1
ec2	967035	0	1	1
ec2	967156	0	1	1
ec2	967220	1	0	1
ec2	967332	0	1	1
ec2	967341	1	0	1
ec2	967377	1	0	1
ec2	967470	1	0	1
ec2	967637	0	1	1
ec2	967649	0	1	1
ec2	967794	1	0	1
ec2	968158	0	1	1
ec2	968200	0	1	1
ec2	968258	1	0	1
ec2	968263	1	0	1
ec2	968439	1	0	1
ec2	968637	1	0	1
ec2	968641	1	0	1
ec2	968818	1	0	1
ec2	968848	0	1	1
ec2	969013	1	1	2
ec2	969062	1	0	1
ec2	969068	1	0	1
ec2	969260	0	1	1
ec2	969404	0	1	1
ec2	969527	0	1	1
ec2	969668	0	1	1
ec2	969674	0	1	1
ec2	969952	1	0	1
ec2	969976	1	0	1
ec2	970237	0	1	1
ec2	970437	1	0	1
ec2	970443	1	0	1
ec2	970447	0	1	1
ec2	970485	1	0	1
ec2	970542	0	1	1
ec2	970568	1	0	1
ec2	970575	1	0	1
ec2	970595	1	0	1
ec2	970712	1	0	1
ec2	970824	1	0	1
ec2	971051	1	0	1
ec2	971066	0	1	1
ec2	971125	1	0	1
ec2	971172	0	1	1
ec2	971221	1	0	1
ec2	971226	0	1	1
ec2	971348	0	1	1
ec2	971427	1	0	1
ec2	971466	0	1	1
ec2	971618	1	0	1
ec2	971640	1	0	1
ec2	971712	0	1	1
ec2	971715	0	1	1
ec2	971981	0	1	1
ec2	972033	1	0	1
ec2	972077	1	0	1
ec2	972078	1	0	1
ec2	972196	1	0	1
ec2	972236	1	0	1
ec2	972242	0	1	1
ec2	972248	1	0	1
ec2	972296	1	0	1
ec2	972324	1	0	1
ec2	972340	0	1	1
ec2	972449	1	0	1
ec2	972528	0	1	1
ec2	972544	1	0	1
ec2	972681	0	1	1
ec2	972952	1	0	1
ec2	972972	1	0	1
ec2	973024	1	0	1
ec2	973061	1	0	1
ec2	973081	0	1	1
ec2	973087	0	2	2
ec2	973157	0	1	1
ec2	973260	0	1	1
ec2	973464	1	0	1
ec2	973465	1	0	1
ec2	973571	0	1	1
ec2	973698	1	0	1
ec2	973735	1	0	1
ec2	973741	0	1	1
ec2	973861	1	0	1
ec2	974042	0	1	1
ec2	974048	1	0	1
ec2	974056	0	1	1
ec2	974088	1	0	1
ec2	974308	0	1	1
ec2	974364	0	1	1
ec2	974443	1	0	1
ec2	974734	0	1	1
ec2	974953	0	1	1
ec2	974991	1	0	1
ec2	975099	1	0	1
ec2	975201	0	1	1
ec2	975360	1	0	1
ec2	975437	1	0	1
ec2	975478	1	0	1
ec2	975579	0	1	1
ec2	975913	0	1	1
ec2	975930	1	0	1
ec2	976056	0	1	1
ec2	976074	1	0	1
ec2	976110	1	0	1
ec2	976117	1	0	1
ec2	976154	1	0	1
ec2	976448	0	1	1
ec2	976500	0	1	1
ec2	976526	1	0	1
ec2	976536	1	0	1
ec2	976702	1	0	1
ec2	976758	0	1	1
ec2	976787	0	1	1
ec2	977039	0	1	1
ec2	977048	0	1	1
ec2	977100	0	1	1
ec2	977116	0	1	1
ec2	977128	0	1	1
ec2	977221	0	1	1
ec2	977264	1	0	1
ec2	977281	0	1	1
ec2	977327	1	0	1
ec2	977425	1	1	2
ec2	977444	0	1	1
ec2	977498	0	1	1
ec2	978012	1	0	1
ec2	978107	1	0	1
ec2	978270	1	0	1
ec2	978282	0	1	1
ec2	978666	0	1	1
ec2	978683	0	1	1
ec2	978740	0	1	1
ec2	978769	1	0	1
ec2	978867	1	0	1
ec2	978891	0	1	1
ec2	978923	0	1	1
ec2	979031	1	0	1
ec2	979147	1	0	1
ec2	979415	1	0	1
ec2	979659	0	1	1
ec2	979887	0	1	1
ec2	979941	1	0	1
ec2	979954	0	1	1
ec2	979996	0	1	1
ec2	980086	0	1	1
ec2	980184	1	0	1
ec2	980242	1	0	1
ec2	980322	1	0	1
ec2	980349	1	0	1
ec2	980562	1	0	1
ec2	980619	1	0	1
ec2	980625	1	0	1
ec2	980626	0	1	1
ec2	980670	1	0	1
ec2	981091	1	0	1
ec2	981177	0	1	1
ec2	981335	1	0	1
ec2	981356	1	0	1
ec2	981384	0	1	1
ec2	981550	0	1	1
ec2	981572	0	1	1
ec2	981595	1	0	1
ec2	981613	0	1	1
ec2	981674	0	1	1
ec2	981858	1	0	1
ec2	981887	1	0	1
ec2	982091	1	0	1
ec2	982341	1	0	1
ec2	982374	0	1	1
ec2	982570	0	1	1
ec2	982574	1	0	1
ec2	982761	1	0	1
ec2	982769	0	1	1
ec2	982787	1	0	1
ec2	983026	0	1	1
ec2	983099	1	0	1
ec2	983151	0	1	1
ec2	983236	0	1	1
ec2	983253	0	1	1
ec2	983274	1	0	1
ec2	983281	0	1	1
ec2	983296	0	1	1
ec2	983449	0	1	1
ec2	983508	0	1	1
ec2	983525	0	1	1
ec2	983530	1	0	1
ec2	983536	0	1	1
ec2	983584	1	0	1
ec2	983660	0	1	1
ec2	983668	1	0	1
ec2	983819	0	1	1
ec2	984230	0	1	1
ec2	984320	1	0	1
ec2	984402	0	1	1
ec2	984480	0	1	1
ec2	984510	1	0	1
ec2	984525	0	1	1
ec2	984700	1	0	1
ec2	984724	0	1	1
ec2	984872	1	0	1
ec2	984954	0	1	1
ec2	984960	0	1	1
ec2	984993	1	0	1
ec2	985042	1	0	1
ec2	985340	0	1	1
ec2	985351	1	0	1
ec2	985388	0	1	1
ec2	985429	1	0	1
ec2	985558	1	0	1
ec2	985610	0	1	1
ec2	985615	1	0	1
ec2	985624	0	1	1
ec2	985739	1	0	1
ec2	985791	1	0	1
ec2	985934	0	1	1
ec2	986388	0	1	1
ec2	986454	1	0	1
ec2	986456	1	0	1
ec2	986621	1	0	1
ec2	986658	0	1	1
ec2	986789	0	1	1
ec2	986802	1	0	1
ec2	986844	1	0	1
ec2	987190	1	0	1
ec2	987202	0	1	1
ec2	987211	1	0	1
ec2	987370	1	0	1
ec2	987500	1	0	1
ec2	987532	1	0	1
ec2	987652	0	1	1
ec2	987680	1	0	1
ec2	987704	1	0	1
ec2	987719	1	0	1
ec2	987727	1	0	1
ec2	987746	1	0	1
ec2	987750	1	0	1
ec2	987752	1	0	1
ec2	987756	2	0	2
ec2	987761	0	1	1
ec2	987767	1	0	1
ec2	987768	1	0	1
ec2	987769	1	0	1
ec2	987771	1	0	1
ec2	987778	0	1	1
ec2	987779	0	1	1
ec2	987781	0	1	1
ec2	987789	0	1	1
ec2	987792	1	0	1
ec2	987823	1	0	1
ec2	987825	0	1	1
ec2	987892	0	1	1
ec2	987947	0	1	1
ec2	987949	1	0	1
ec2	988147	1	0	1
ec2	988393	0	1	1
ec2	988472	2	0	2
ec2	988630	1	0	1
ec2	988856	0	1	1
ec2	988863	1	0	1
ec2	989025	0	1	1
ec2	989258	0	1	1
ec2	989288	1	0	1
ec2	989327	1	1	2
ec2	989355	1	0	1
ec2	989405	1	0	1
ec2	989429	0	1	1
ec2	989576	0	1	1
ec2	989588	1	0	1
ec2	989651	1	0	1
ec2	989746	1	0	1
ec2	990312	0	1	1
ec2	990424	1	0	1
ec2	990664	1	0	1
ec2	990667	1	0	1
ec2	990694	1	0	1
ec2	990711	0	1	1
ec2	990880	1	1	2
ec2	990889	1	0	1
ec2	990897	1	0	1
ec2	990917	0	1	1
ec2	990982	0	1	1
ec2	991116	1	0	1
ec2	991179	0	1	1
ec2	991253	1	0	1
ec2	991270	0	1	1
ec2	991317	0	1	1
ec2	991439	1	0	1
ec2	991444	0	1	1
ec2	991492	1	0	1
ec2	991573	0	1	1
ec2	991627	1	0	1
ec2	992204	0	1	1
ec2	992255	1	0	1
ec2	992402	1	0	1
ec2	992479	1	0	1
ec2	992498	0	1	1
ec2	992726	1	0	1
ec2	992769	0	1	1
ec2	992781	1	0	1
ec2	992789	0	1	1
ec2	993218	0	1	1
ec2	993358	1	0	1
ec2	993440	0	1	1
ec2	993488	1	0	1
ec2	993566	0	1	1
ec2	993670	1	0	1
ec2	993721	0	1	1
ec2	994215	1	0	1
ec2	994224	1	0	1
ec2	994249	0	1	1
ec2	994263	0	1	1
ec2	994349	1	0	1
ec2	994385	0	1	1
ec2	994444	1	0	1
ec2	994450	1	0	1
ec2	994458	1	0	1
ec2	994460	0	1	1
ec2	994506	0	1	1
ec2	994713	0	1	1
ec2	994762	0	1	1
ec2	994779	1	0	1
ec2	994861	0	1	1
ec2	995029	0	1	1
ec2	995091	0	1	1
ec2	995092	0	1	1
ec2	995097	0	1	1
ec2	995100	1	0	1
ec2	995126	0	1	1
ec2	995140	0	1	1
ec2	995180	1	0	1
ec2	995417	1	0	1
ec2	995527	1	0	1
ec2	995545	0	1	1
ec2	996113	0	1	1
ec2	996288	1	0	1
ec2	996337	1	0	1
ec2	996344	0	1	1
ec2	996347	1	0	1
ec2	996625	1	0	1
ec2	996670	1	0	1
ec2	996718	1	0	1
ec2	996852	1	0	1
ec2	996921	1	0	1
ec2	996922	1	0	1
ec2	997391	1	0	1
ec2	997557	0	1	1
ec2	997767	1	0	1
ec2	997930	1	0	1
ec2	997998	1	0	1
ec2	998037	0	1	1
ec2	998114	0	1	1
ec2	998227	1	0	1
ec2	998321	1	0	1
ec2	998503	1	0	1
ec2	998531	0	1	1
ec2	998880	1	0	1
ec2	998979	0	1	1
ec2	999044	0	1	1
ec2	999068	1	0	1
ec2	999434	1	0	1
ec2	999458	1	0	1
ec2	999474	1	0	1
ec2	999514	1	0	1
ec2	999808	1	0	1
ec2	999909	0	1	1
ec2	999910	1	0	1
ec2	999944	1	0	1
ec2	1000075	0	1	1
ec2	1000101	1	0	1
ec2	1000168	0	1	1
ec2	1000191	1	0	1
ec2	1000381	1	0	1
ec2	1000534	0	1	1
ec2	1000637	0	1	1
ec2	1000669	0	1	1
ec2	1000857	0	1	1
ec2	1000921	0	1	1
ec2	1000933	0	1	1
ec2	1000939	0	1	1
ec2	1001120	1	0	1
ec2	1001311	1	0	1
ec2	1001379	0	1	1
ec2	1001397	1	0	1
ec2	1001604	1	0	1
ec2	1001728	1	0	1
ec2	1001769	0	1	1
ec2	1002134	0	1	1
ec2	1002149	0	1	1
ec2	1002162	1	0	1
ec2	1002252	1	0	1
ec2	1002412	0	1	1
ec2	1002510	0	1	1
ec2	1002698	1	0	1
ec2	1002849	1	0	1
ec2	1002880	1	0	1
ec2	1002888	0	1	1
ec2	1002981	0	1	1
ec2	1003115	0	1	1
ec2	1003142	0	1	1
ec2	1003283	0	1	1
ec2	1003314	0	1	1
ec2	1003379	1	0	1
ec2	1003417	0	1	1
ec2	1003503	1	0	1
ec2	1003551	0	1	1
ec2	1003581	0	1	1
ec2	1003588	1	0	1
ec2	1003593	1	0	1
ec2	1003658	0	1	1
ec2	1003716	0	1	1
ec2	1003735	0	1	1
ec2	1003776	1	0	1
ec2	1003780	1	0	1
ec2	1003797	1	0	1
ec2	1003812	1	0	1
ec2	1004111	1	0	1
ec2	1004476	0	1	1
ec2	1004601	1	0	1
ec2	1004602	1	0	1
ec2	1004604	0	1	1
ec2	1004631	0	1	1
ec2	1004692	1	0	1
ec2	1004756	0	1	1
ec2	1004910	0	1	1
ec2	1004953	1	0	1
ec2	1005061	0	1	1
ec2	1005287	0	1	1
ec2	1005348	0	1	1
ec2	1005428	0	1	1
ec2	1005449	0	1	1
ec2	1005559	1	0	1
ec2	1005664	1	0	1
ec2	1005671	1	0	1
ec2	1005796	0	1	1
ec2	1005798	0	1	1
ec2	1005840	0	1	1
ec2	1005863	1	0	1
ec2	1005955	0	1	1
ec2	1006004	1	0	1
ec2	1006190	1	0	1
ec2	1006330	0	1	1
ec2	1006371	0	1	1
ec2	1006433	0	1	1
ec2	1006509	1	0	1
ec2	1006625	0	1	1
ec2	1006630	1	0	1
ec2	1006658	1	0	1
ec2	1006728	1	0	1
ec2	1006879	1	0	1
ec2	1006906	1	0	1
ec2	1006968	1	0	1
ec2	1007144	0	1	1
ec2	1007181	0	1	1
ec2	1007404	1	0	1
ec2	1007413	0	1	1
ec2	1007440	1	0	1
ec2	1007562	0	1	1
ec2	1007623	1	0	1
ec2	1007710	0	1	1
ec2	1007762	0	1	1
ec2	1007807	1	0	1
ec2	1007811	2	0	2
ec2	1007903	0	1	1
ec2	1008006	0	1	1
ec2	1008009	0	1	1
ec2	1008121	1	0	1
ec2	1008153	1	0	1
ec2	1008156	1	0	1
ec2	1008169	1	0	1
ec2	1008207	1	0	1
ec2	1008212	1	0	1
ec2	1008214	1	0	1
ec2	1008275	1	0	1
ec2	1008283	0	1	1
ec2	1008302	0	1	1
ec2	1008363	0	1	1
ec2	1008487	1	0	1
ec2	1008539	1	0	1
ec2	1008546	0	1	1
ec2	1008883	1	0	1
ec2	1008950	0	1	1
ec2	1009096	1	0	1
ec2	1009099	0	1	1
ec2	1009170	0	1	1
ec2	1009213	0	1	1
ec2	1009410	0	1	1
ec2	1009609	0	1	1
ec2	1009676	1	0	1
ec2	1009844	0	1	1
ec2	1009989	1	0	1
ec2	1010070	0	1	1
ec2	1010117	1	0	1
ec2	1010260	1	0	1
ec2	1010314	1	0	1
ec2	1010464	0	1	1
ec2	1010496	0	1	1
ec2	1010677	0	1	1
ec2	1010745	1	0	1
ec2	1010992	0	1	1
ec2	1011213	1	0	1
ec2	1011260	1	0	1
ec2	1011326	1	0	1
ec2	1011334	0	1	1
ec2	1011576	0	1	1
ec2	1011637	1	0	1
ec2	1011770	0	1	1
ec2	1011854	1	0	1
ec2	1011912	0	1	1
ec2	1011930	0	1	1
ec2	1011958	0	1	1
ec2	1011974	0	1	1
ec2	1012189	0	1	1
ec2	1012341	1	0	1
ec2	1012416	1	0	1
ec2	1012500	0	1	1
ec2	1012503	0	1	1
ec2	1012579	1	0	1
ec2	1012584	0	1	1
ec2	1012607	0	1	1
ec2	1012645	0	1	1
ec2	1012668	0	1	1
ec2	1012696	0	1	1
ec2	1012811	1	0	1
ec2	1012813	1	0	1
ec2	1012827	1	0	1
ec2	1012971	1	0	1
ec2	1013005	0	1	1
ec2	1013017	1	0	1
ec2	1013033	0	2	2
ec2	1013034	1	0	1
ec2	1013225	0	1	1
ec2	1013323	0	1	1
ec2	1013423	0	1	1
ec2	1013467	0	1	1
ec2	1013508	1	0	1
ec2	1013563	0	1	1
ec2	1013699	0	1	1
ec2	1013779	0	1	1
ec2	1013843	0	1	1
ec2	1013884	0	1	1
ec2	1013935	0	1	1
ec2	1014195	1	0	1
ec2	1014422	1	0	1
ec2	1014466	0	1	1
ec2	1014610	1	0	1
ec2	1014766	0	1	1
ec2	1014779	0	1	1
ec2	1014860	0	1	1
ec2	1015018	1	0	1
ec2	1015199	1	0	1
ec2	1015269	0	1	1
ec2	1015344	1	0	1
ec2	1015364	0	1	1
ec2	1015394	0	1	1
ec2	1015479	0	1	1
ec2	1015537	1	0	1
ec2	1015555	0	1	1
ec2	1015810	1	0	1
ec2	1015911	1	0	1
ec2	1015915	1	0	1
ec2	1015941	1	0	1
ec2	1015993	1	0	1
ec2	1016005	2	0	2
ec2	1016010	2	0	2
ec2	1016012	1	0	1
ec2	1016018	1	0	1
ec2	1016022	1	0	1
ec2	1016027	0	1	1
ec2	1016033	0	1	1
ec2	1016037	0	1	1
ec2	1016042	0	1	1
ec2	1016043	0	1	1
ec2	1016044	0	2	2
ec2	1016060	0	1	1
ec2	1016078	1	0	1
ec2	1016110	0	1	1
ec2	1016134	1	0	1
ec2	1016139	0	1	1
ec2	1016153	0	1	1
ec2	1016158	1	0	1
ec2	1016230	1	0	1
ec2	1016292	1	0	1
ec2	1016455	1	0	1
ec2	1016508	0	1	1
ec2	1016598	1	0	1
ec2	1016626	0	1	1
ec2	1016659	0	1	1
ec2	1016783	1	0	1
ec2	1016910	0	1	1
ec2	1017059	1	0	1
ec2	1017155	1	0	1
ec2	1017198	1	0	1
ec2	1017252	0	1	1
ec2	1017464	0	1	1
ec2	1017636	1	0	1
ec2	1017910	0	1	1
ec2	1018082	1	0	1
ec2	1018139	0	1	1
ec2	1018150	0	1	1
ec2	1018231	1	0	1
ec2	1018253	0	1	1
ec2	1018265	0	1	1
ec2	1018287	0	1	1
ec2	1018334	0	1	1
ec2	1018403	0	1	1
ec2	1018501	0	1	1
ec2	1018511	0	1	1
ec2	1018533	1	0	1
ec2	1018534	1	0	1
ec2	1018558	0	2	2
ec2	1018590	1	0	1
ec2	1018678	0	1	1
ec2	1018836	0	1	1
ec2	1018866	0	1	1
ec2	1018900	0	1	1
ec2	1018934	0	1	1
ec2	1019098	1	0	1
ec2	1019103	1	0	1
ec2	1019300	1	0	1
ec2	1019417	0	1	1
ec2	1019425	0	1	1
ec2	1019473	1	0	1
ec2	1019491	0	1	1
ec2	1019563	1	0	1
ec2	1019620	1	0	1
ec2	1019819	0	1	1
ec2	1019827	0	1	1
ec2	1019869	1	0	1
ec2	1019955	1	0	1
ec2	1019957	0	1	1
ec2	1019980	0	1	1
ec2	1020052	0	1	1
ec2	1020133	1	0	1
ec2	1020228	0	1	1
ec2	1020339	0	1	1
ec2	1020362	1	0	1
ec2	1020385	0	1	1
ec2	1020419	1	0	1
ec2	1020420	1	0	1
ec2	1020433	0	1	1
ec2	1020582	1	0	1
ec2	1020589	0	1	1
ec2	1020643	0	1	1
ec2	1020664	0	1	1
ec2	1020795	0	1	1
ec2	1020851	0	1	1
ec2	1020910	1	0	1
ec2	1020950	1	0	1
ec2	1021013	1	0	1
ec2	1021062	0	1	1
ec2	1021098	0	1	1
ec2	1021294	0	1	1
ec2	1021469	0	1	1
ec2	1021596	0	1	1
ec2	1021639	1	0	1
ec2	1021885	1	0	1
ec2	1021933	1	0	1
ec2	1022193	1	0	1
ec2	1022341	1	0	1
ec2	1022378	0	1	1
ec2	1022387	1	0	1
ec2	1022389	0	1	1
ec2	1022446	0	1	1
ec2	1022499	1	0	1
ec2	1022507	1	0	1
ec2	1022520	1	0	1
ec2	1022827	0	1	1
ec2	1022844	0	1	1
ec2	1022912	0	1	1
ec2	1023204	0	1	1
ec2	1023236	1	0	1
ec2	1023291	0	1	1
ec2	1023450	1	0	1
ec2	1023547	0	1	1
ec2	1023767	1	0	1
ec2	1023887	0	1	1
ec2	1024104	1	0	1
ec2	1024188	1	0	1
ec2	1024228	0	1	1
ec2	1024294	1	0	1
ec2	1024432	1	0	1
ec2	1024465	0	1	1
ec2	1024538	1	0	1
ec2	1024624	0	1	1
ec2	1024693	0	1	1
ec2	1024742	0	1	1
ec2	1025188	1	0	1
ec2	1025203	1	0	1
ec2	1025243	0	1	1
ec2	1025298	1	0	1
ec2	1025558	0	1	1
ec2	1025594	1	0	1
ec2	1025964	1	0	1
ec2	1026065	0	1	1
ec2	1026259	1	0	1
ec2	1026553	1	0	1
ec2	1026732	1	0	1
ec2	1027052	0	1	1
ec2	1027066	0	1	1
ec2	1027135	1	0	1
ec2	1027143	0	1	1
ec2	1027254	0	1	1
ec2	1027266	1	0	1
ec2	1027486	1	0	1
ec2	1027531	1	0	1
ec2	1027568	0	1	1
ec2	1027625	1	0	1
ec2	1027633	0	1	1
ec2	1027830	1	0	1
ec2	1028141	1	0	1
ec2	1028174	1	1	2
ec2	1028176	1	0	1
ec2	1028210	1	0	1
ec2	1028516	1	0	1
ec2	1028518	1	0	1
ec2	1028615	1	0	1
ec2	1028715	0	1	1
ec2	1028749	1	0	1
ec2	1028885	0	1	1
ec2	1028887	1	0	1
ec2	1029046	0	1	1
ec2	1029115	1	0	1
ec2	1029205	1	0	1
ec2	1029314	0	1	1
ec2	1029394	0	1	1
ec2	1029493	0	1	1
ec2	1029691	1	0	1
ec2	1029810	1	0	1
ec2	1029812	0	1	1
ec2	1029960	0	1	1
ec2	1029963	0	1	1
ec2	1029968	0	1	1
ec2	1030019	1	0	1
ec2	1030035	1	0	1
ec2	1030111	1	0	1
ec2	1030213	1	0	1
ec2	1030225	0	1	1
ec2	1030283	0	1	1
ec2	1030533	1	0	1
ec2	1030543	0	1	1
ec2	1030750	0	1	1
ec2	1030790	0	1	1
ec2	1030845	0	1	1
ec2	1030934	1	0	1
ec2	1030998	0	1	1
ec2	1031031	0	1	1
ec2	1031245	1	0	1
ec2	1031321	0	1	1
ec2	1031353	0	1	1
ec2	1031389	0	1	1
ec2	1031399	1	0	1
ec2	1031451	1	0	1
ec2	1031492	1	0	1
ec2	1031577	0	1	1
ec2	1031679	0	1	1
ec2	1032056	1	1	2
ec2	1032072	1	0	1
ec2	1032074	1	0	1
ec2	1032087	1	0	1
ec2	1032089	1	0	1
ec2	1032124	0	1	1
ec2	1032128	0	1	1
ec2	1032132	0	1	1
ec2	1032139	0	1	1
ec2	1032144	1	0	1
ec2	1032147	0	1	1
ec2	1032155	1	1	2
ec2	1032266	1	0	1
ec2	1032364	0	1	1
ec2	1032578	0	1	1
ec2	1032641	1	0	1
ec2	1033034	0	1	1
ec2	1033044	1	0	1
ec2	1033079	1	0	1
ec2	1033098	0	1	1
ec2	1033214	0	1	1
ec2	1033291	0	1	1
ec2	1033510	0	1	1
ec2	1033521	1	0	1
ec2	1033615	0	1	1
ec2	1033741	1	0	1
ec2	1033743	0	1	1
ec2	1033789	1	0	1
ec2	1033792	1	0	1
ec2	1033853	1	0	1
ec2	1034048	0	1	1
ec2	1034231	0	1	1
ec2	1034442	0	1	1
ec2	1034584	0	1	1
ec2	1034634	1	0	1
ec2	1034791	1	0	1
ec2	1034910	0	1	1
ec2	1035010	1	0	1
ec2	1035174	1	0	1
ec2	1035352	1	0	1
ec2	1035549	1	0	1
ec2	1035684	0	1	1
ec2	1035833	1	0	1
ec2	1035983	1	0	1
ec2	1035987	1	0	1
ec2	1036093	0	1	1
ec2	1036103	0	1	1
ec2	1036329	0	1	1
ec2	1036343	1	0	1
ec2	1036427	1	0	1
ec2	1036608	1	0	1
ec2	1036611	0	1	1
ec2	1036617	0	1	1
ec2	1036741	0	1	1
ec2	1036786	0	1	1
ec2	1036859	0	1	1
ec2	1036879	0	1	1
ec2	1037016	1	0	1
ec2	1037139	0	1	1
ec2	1037160	0	1	1
ec2	1037295	0	1	1
ec2	1037463	0	1	1
ec2	1037753	0	1	1
ec2	1037831	0	1	1
ec2	1037930	1	0	1
ec2	1038012	0	1	1
ec2	1038242	1	0	1
ec2	1038348	1	0	1
ec2	1038350	1	0	1
ec2	1038358	0	1	1
ec2	1038368	0	1	1
ec2	1038411	0	1	1
ec2	1038554	0	1	1
ec2	1038698	1	0	1
ec2	1038901	0	1	1
ec2	1039005	0	1	1
ec2	1039234	1	0	1
ec2	1039301	0	1	1
ec2	1039328	1	0	1
ec2	1039443	1	0	1
ec2	1039664	0	1	1
ec2	1039748	0	1	1
