### ChExMix output
#Condition	Name	Index	TotalSigCount	SigCtrlScaling	SignalFraction
#Condition	SAMPLE	0	3082957.0	1.049	0.144
#Replicate	ParentCond	Name	Index	SigCount	CtrlCount	SigCtrlScaling	SignalFraction
#Replicate	SAMPLE	SAMPLE:1	0	3082957.0	5052701.0	1.0492	0.144
#
#Point	SAMPLE_Sig	SAMPLE_Ctrl	SAMPLE_log2Fold	SAMPLE_log2Q	ActiveConds
chrec2:3410875	183.2	466.0	-1.416	0.000	1
chrec2:4409341	183.1	329.3	-0.916	0.000	1
chrec2:1742910	181.6	212.3	-0.295	0.000	1
chrec2:3992348	178.8	350.4	-1.040	0.000	1
chrec2:3732134	177.4	387.3	-1.196	0.000	1
chrec2:2660824	175.7	339.0	-1.017	0.000	1
chrec2:2536726	175.3	323.2	-0.952	0.000	1
chrec2:2744471	175.3	751.6	-2.170	0.000	1
chrec2:2708663	174.5	274.0	-0.720	0.000	1
chrec2:3085238	174.0	260.8	-0.653	0.000	1
chrec2:1492469	168.5	349.4	-1.121	0.000	1
chrec2:2409830	167.8	236.5	-0.564	0.000	1
chrec2:3518165	164.6	159.8	-0.027	0.000	1
chrec2:1634504	164.4	160.8	-0.037	0.000	1
chrec2:1170587	163.9	200.4	-0.359	0.000	1
chrec2:3535913	163.6	178.5	-0.196	0.000	1
chrec2:1146190	163.4	236.3	-0.601	0.000	1
chrec2:3326736	163.4	326.1	-1.066	0.000	1
chrec2:433845	162.0	263.7	-0.772	0.000	1
chrec2:3145424	162.0	253.0	-0.713	0.000	1
chrec2:2708154	159.4	219.4	-0.531	0.000	1
chrec2:2809406	158.0	220.5	-0.551	0.000	1
chrec2:2436293	156.6	253.8	-0.766	0.000	1
chrec2:4000388	153.7	186.7	-0.351	0.000	1
chrec2:1294526	153.3	398.3	-1.446	0.000	1
chrec2:1675444	153.1	199.2	-0.449	0.000	1
chrec2:3635488	152.8	350.3	-1.266	0.000	1
chrec2:4381506	150.2	260.6	-0.864	0.000	1
chrec2:2316127	150.1	261.0	-0.867	0.000	1
chrec2:2740492	149.7	216.7	-0.603	0.000	1
chrec2:3992115	149.0	227.9	-0.683	0.000	1
chrec2:400933	144.4	163.0	-0.244	0.000	1
chrec2:4031296	144.2	303.7	-1.144	0.000	1
chrec2:89606	143.8	217.2	-0.665	0.000	1
chrec2:3818326	143.5	344.2	-1.332	0.000	1
chrec2:4380343	142.9	240.2	-0.818	0.000	1
chrec2:3354373	142.0	164.6	-0.282	0.000	1
chrec2:4532752	140.8	162.9	-0.280	0.000	1
chrec2:1721503	140.6	184.5	-0.461	0.000	1
chrec2:3940178	138.4	246.9	-0.905	0.000	1
chrec2:2662427	137.9	562.2	-2.097	0.000	1
chrec2:4477231	137.3	235.4	-0.847	0.000	1
chrec2:2344098	136.8	279.3	-1.099	0.000	1
chrec2:607017	134.2	226.8	-0.826	0.000	1
chrec2:853446	133.9	179.2	-0.490	0.000	1
chrec2:4166357	132.6	402.4	-1.671	0.000	1
chrec2:3066781	131.2	352.0	-1.494	0.000	1
chrec2:1153529	130.7	352.5	-1.501	0.000	1
chrec2:2623927	130.5	234.0	-0.912	0.000	1
chrec2:4336125	130.2	481.3	-1.956	0.000	1
chrec2:1051517	128.8	208.5	-0.764	0.000	1
chrec2:4002770	128.6	217.9	-0.830	0.000	1
chrec2:2702784	127.3	230.0	-0.922	0.000	1
chrec2:850860	126.9	154.4	-0.352	0.000	1
chrec2:431402	125.4	232.1	-0.957	0.000	1
chrec2:3721463	121.2	144.7	-0.325	0.000	1
chrec2:1910432	120.7	267.1	-1.216	0.000	1
chrec2:2765293	120.4	306.8	-1.419	0.000	1
chrec2:1910275	119.0	264.3	-1.221	0.000	1
chrec2:1644073	118.5	165.2	-0.549	0.000	1
chrec2:3436505	116.7	192.3	-0.790	0.000	1
chrec2:964178	114.7	236.9	-1.116	0.000	1
chrec2:3716913	112.1	321.4	-1.588	0.000	1
chrec2:4336480	111.5	439.0	-2.046	0.000	1
chrec2:2652103	110.2	183.3	-0.804	0.000	1
chrec2:1802149	109.2	312.9	-1.588	0.000	1
chrec2:154	109.1	154.0	-0.567	0.000	1
chrec2:660657	105.2	152.7	-0.607	0.000	1
chrec2:4114895	104.3	119.4	-0.265	0.000	1
chrec2:1304577	104.2	299.2	-1.590	0.000	1
chrec2:3623831	103.5	135.2	-0.454	0.000	1
chrec2:4556164	103.3	114.6	-0.219	0.000	1
chrec2:3676736	102.8	156.0	-0.670	0.000	1
chrec2:2866188	102.1	132.1	-0.441	0.000	1
chrec2:2116449	102.0	253.6	-1.383	0.000	1
chrec2:4009504	101.3	106.4	-0.141	0.000	1
chrec2:258405	101.2	120.1	-0.316	0.000	1
chrec2:3034977	100.6	177.0	-0.885	0.000	1
chrec2:4260689	100.2	156.1	-0.709	0.000	1
chrec2:989441	99.7	138.9	-0.548	0.000	1
chrec2:2418684	98.5	159.8	-0.767	0.000	1
chrec2:2744254	96.8	372.0	-2.011	0.000	1
chrec2:2804164	96.8	236.1	-1.356	0.000	1
chrec2:3720880	96.8	266.3	-1.530	0.000	1
chrec2:853129	96.6	239.7	-1.380	0.000	1
chrec2:2923707	96.0	172.9	-0.918	0.000	1
chrec2:4208638	95.6	261.2	-1.519	0.000	1
chrec2:3340088	95.1	192.2	-1.085	0.000	1
chrec2:4277687	94.1	173.1	-0.948	0.000	1
chrec2:3716578	93.2	295.7	-1.735	0.000	1
chrec2:417785	91.7	276.5	-1.663	0.000	1
chrec2:1997453	91.4	431.5	-2.309	0.000	1
chrec2:4168609	90.8	299.7	-1.793	0.000	1
chrec2:4166588	90.0	371.2	-2.113	0.000	1
chrec2:3823837	89.8	129.9	-0.601	0.000	1
chrec2:2310129	89.7	186.4	-1.125	0.000	1
chrec2:417994	89.7	157.8	-0.885	0.000	1
chrec2:3460347	88.6	375.5	-2.152	0.000	1
chrec2:2598438	88.6	160.4	-0.926	0.000	1
chrec2:21394	88.6	141.7	-0.747	0.000	1
chrec2:4167702	86.1	250.9	-1.612	0.000	1
chrec2:1303331	85.1	292.6	-1.851	0.000	1
chrec2:3846488	84.3	85.0	-0.081	0.000	1
chrec2:4490734	84.2	106.8	-0.412	0.000	1
chrec2:3817919	83.0	305.8	-1.951	0.000	1
chrec2:4048075	82.8	134.4	-0.768	0.000	1
chrec2:1801354	82.8	328.3	-2.057	0.000	1
chrec2:2089388	82.7	317.3	-2.009	0.000	1
chrec2:208478	80.9	108.8	-0.498	0.000	1
chrec2:4297965	80.8	99.9	-0.376	0.000	1
chrec2:106820	79.4	313.4	-2.050	0.000	1
chrec2:4337131	78.0	76.0	-0.031	0.000	1
chrec2:417449	77.8	279.4	-1.913	0.000	1
chrec2:3716700	76.9	217.8	-1.571	0.000	1
chrec2:102677	76.7	91.5	-0.324	0.000	1
chrec2:3715516	75.9	164.3	-1.183	0.000	1
chrec2:1215684	75.2	78.2	-0.126	0.000	1
chrec2:675270	75.1	172.1	-1.266	0.000	1
chrec2:490542	74.8	134.3	-0.913	0.000	1
chrec2:3645785	74.4	79.8	-0.170	0.000	1
chrec2:3144554	74.3	73.9	-0.061	0.000	1
chrec2:3245281	74.1	154.9	-1.133	0.000	1
chrec2:258972	74.0	160.5	-1.186	0.000	1
chrec2:3715317	73.7	202.1	-1.524	0.000	1
chrec2:3440521	72.8	120.4	-0.796	0.000	1
chrec2:3975887	72.7	81.0	-0.226	0.000	1
chrec2:856345	72.1	197.6	-1.524	0.000	1
chrec2:4038670	71.5	74.8	-0.133	0.000	1
chrec2:3787237	71.3	119.4	-0.813	0.000	1
chrec2:1019511	69.5	255.8	-1.949	0.000	1
chrec2:3818944	69.4	130.3	-0.977	0.000	1
chrec2:3900677	68.9	79.8	-0.280	0.000	1
chrec2:3348805	68.7	210.3	-1.685	0.000	1
chrec2:3330359	68.5	83.2	-0.350	0.000	1
chrec2:3278613	65.7	69.0	-0.140	0.000	1
chrec2:245819	65.7	96.7	-0.628	0.000	1
