### ChExMix output
#Condition	Name	Index	TotalSigCount	SigCtrlScaling	SignalFraction
#Condition	SAMPLE	0	2246955.0	8.784	0.575
#Replicate	ParentCond	Name	Index	SigCount	CtrlCount	SigCtrlScaling	SignalFraction
#Replicate	SAMPLE	SAMPLE:1	0	2246955.0	291723.0	8.7836	0.575
#
#Point	SAMPLE_Sig	SAMPLE_Ctrl	SAMPLE_log2Fold	SAMPLE_log2Q	ActiveConds
chrec2:3920218	1338.0	45.5	1.744	-387.234	1
chrec2:475832	1708.5	70.2	1.470	-386.777	1
chrec2:4392986	530.9	3.6	4.075	-386.414	1
chrec2:1724935	388.8	0.0	8.603	-385.931	1
chrec2:1422291	425.4	0.7	8.733	-385.927	1
chrec2:3108085	715.2	11.0	2.884	-385.505	1
chrec2:4616048	637.8	7.7	3.245	-384.285	1
chrec2:948687	468.9	1.7	4.947	-383.755	1
chrec2:2937741	520.1	3.3	4.157	-382.633	1
chrec2:4101799	490.9	2.5	4.490	-382.409	1
chrec2:1069007	383.3	0.0	8.582	-380.952	1
chrec2:3352228	568.6	5.2	3.643	-379.970	1
chrec2:4595451	526.6	3.7	4.021	-379.694	1
chrec2:3006499	559.9	4.8	3.734	-379.352	1
chrec2:4138130	495.4	2.7	4.407	-379.239	1
chrec2:96034	838.3	17.2	2.468	-379.078	1
chrec2:1894571	485.7	2.4	4.511	-377.747	1
chrec2:4460980	687.2	10.2	2.944	-376.348	1
chrec2:3170284	447.9	1.4	5.176	-375.684	1
chrec2:1227951	561.2	5.1	3.659	-375.619	1
chrec2:2281905	592.2	6.4	3.406	-374.861	1
chrec2:3905735	477.3	2.3	4.553	-372.846	1
chrec2:3983145	491.4	2.8	4.333	-372.166	1
chrec2:987805	552.5	5.0	3.655	-371.260	1
chrec2:4546651	938.8	23.2	2.204	-371.153	1
chrec2:2550192	670.2	9.7	2.973	-370.827	1
chrec2:3172224	590.6	6.5	3.379	-370.628	1
chrec2:3614812	731.9	12.6	2.723	-370.615	1
chrec2:464737	372.2	0.0	8.540	-370.005	1
chrec2:3149493	792.0	15.6	2.533	-369.868	1
chrec2:3436598	1034.4	28.6	2.040	-369.862	1
chrec2:4495086	612.3	7.3	3.251	-369.254	1
chrec2:1228133	456.2	1.8	4.829	-367.662	1
chrec2:1077225	416.3	0.9	8.702	-367.535	1
chrec2:4527440	598.2	6.9	3.302	-366.853	1
chrec2:1246331	564.8	5.6	3.517	-365.831	1
chrec2:3805288	472.9	2.4	4.491	-364.709	1
chrec2:3914875	1015.9	28.2	2.038	-362.939	1
chrec2:3337622	721.9	12.6	2.707	-362.692	1
chrec2:836741	461.5	2.2	4.565	-362.368	1
chrec2:3070899	592.2	6.9	3.294	-361.713	1
chrec2:656013	563.0	5.8	3.477	-361.500	1
chrec2:3742064	496.3	3.3	4.081	-360.712	1
chrec2:3415095	439.8	1.6	4.931	-360.138	1
chrec2:2615840	687.0	11.1	2.813	-360.020	1
chrec2:1403139	408.4	0.9	8.674	-359.790	1
chrec2:3493113	461.6	2.4	4.459	-358.861	1
chrec2:21723	866.5	20.2	2.285	-358.556	1
chrec2:1507905	659.8	9.9	2.918	-358.447	1
chrec2:961502	534.1	4.9	3.641	-357.179	1
chrec2:2948517	396.4	0.6	8.631	-356.684	1
chrec2:2597101	845.2	19.1	2.331	-356.521	1
chrec2:2882623	545.5	5.3	3.559	-356.169	1
chrec2:3102747	634.1	9.0	3.011	-356.122	1
chrec2:1399954	602.0	7.5	3.182	-356.117	1
chrec2:1016029	519.4	4.4	3.754	-354.926	1
chrec2:653925	481.1	3.2	4.110	-353.269	1
chrec2:712445	704.2	12.4	2.694	-352.261	1
chrec2:538477	353.1	0.0	8.464	-351.088	1
chrec2:3523589	529.4	5.0	3.597	-350.945	1
chrec2:995650	352.7	0.0	8.462	-350.094	1
chrec2:1823030	455.1	2.5	4.392	-348.911	1
chrec2:4086897	423.0	1.5	4.982	-347.897	1
chrec2:3434893	684.1	11.7	2.735	-347.844	1
chrec2:1274011	597.4	7.8	3.128	-347.340	1
chrec2:2268017	395.5	0.8	8.628	-346.241	1
chrec2:1823144	451.7	2.4	4.394	-346.129	1
chrec2:3416053	420.8	1.5	4.990	-346.004	1
chrec2:3091564	586.9	7.5	3.165	-345.750	1
chrec2:2366984	347.6	0.0	8.441	-345.118	1
chrec2:3126169	384.2	0.6	8.586	-345.001	1
chrec2:3348190	1077.8	33.6	1.870	-344.252	1
chrec2:3811641	843.9	20.1	2.258	-343.406	1
chrec2:1509643	449.4	2.4	4.419	-343.353	1
chrec2:1794574	448.9	2.4	4.403	-343.356	1
chrec2:3143061	701.4	12.9	2.635	-343.246	1
chrec2:1407588	482.9	3.6	3.943	-342.850	1
chrec2:4486780	727.9	14.2	2.547	-341.810	1
chrec2:193893	500.8	4.3	3.735	-341.689	1
chrec2:2492269	447.5	2.4	4.382	-341.507	1
chrec2:2083000	471.3	3.2	4.057	-341.044	1
chrec2:921430	463.9	3.1	4.108	-340.882	1
chrec2:3954606	483.6	3.7	3.894	-340.801	1
chrec2:4320896	502.6	4.4	3.702	-340.693	1
chrec2:3095516	508.4	4.6	3.647	-340.524	1
chrec2:4367714	383.8	0.8	8.584	-340.233	1
chrec2:677435	483.2	3.7	3.900	-339.906	1
chrec2:3053075	511.0	4.8	3.611	-339.587	1
chrec2:3062567	513.8	4.8	3.595	-339.552	1
chrec2:437046	519.2	5.1	3.533	-339.528	1
chrec2:2918754	418.4	1.7	4.845	-339.351	1
chrec2:3401646	674.8	11.8	2.707	-338.837	1
chrec2:1603121	408.7	1.4	5.051	-338.562	1
chrec2:1639612	814.1	18.8	2.303	-338.556	1
chrec2:487158	490.2	4.1	3.773	-338.433	1
chrec2:2934460	408.1	1.4	5.031	-337.615	1
chrec2:2273623	914.6	24.5	2.087	-336.475	1
chrec2:4264228	434.0	2.2	4.472	-336.281	1
chrec2:3878224	524.8	5.4	3.471	-336.132	1
chrec2:2892688	371.2	0.6	8.536	-332.371	1
chrec2:1982912	602.7	8.8	2.968	-331.895	1
chrec2:4545082	543.1	6.3	3.298	-331.847	1
chrec2:3783813	477.7	3.8	3.848	-331.607	1
chrec2:3492772	518.9	5.4	3.454	-330.903	1
chrec2:3044786	357.9	0.4	8.484	-329.801	1
chrec2:647079	331.6	0.0	8.373	-329.210	1
chrec2:973835	461.1	3.3	3.979	-328.942	1
chrec2:841295	397.9	1.5	4.941	-328.101	1
chrec2:678482	424.9	2.2	4.444	-327.898	1
chrec2:680220	329.3	0.0	8.363	-327.220	1
chrec2:2374393	429.9	2.4	4.342	-325.782	1
chrec2:1661641	327.6	0.0	8.356	-325.225	1
chrec2:558355	496.6	4.8	3.562	-323.727	1
chrec2:4341844	638.2	11.0	2.724	-322.842	1
chrec2:2033334	454.5	3.3	3.960	-322.601	1
chrec2:4014283	459.9	3.6	3.857	-322.121	1
chrec2:421720	364.3	0.8	8.509	-321.817	1
chrec2:4087730	554.4	7.3	3.102	-321.147	1
chrec2:764539	348.9	0.4	8.447	-320.981	1
chrec2:3915358	519.4	5.8	3.342	-320.948	1
chrec2:2681466	448.3	3.3	3.969	-320.169	1
chrec2:1826585	358.1	0.6	8.484	-319.730	1
chrec2:4278788	1165.5	41.5	1.678	-319.356	1
chrec2:1602219	357.2	0.6	8.480	-318.759	1
chrec2:4291040	415.9	2.2	4.441	-318.606	1
chrec2:3812521	355.3	0.7	8.473	-317.788	1
chrec2:2030532	629.5	10.8	2.727	-317.625	1
chrec2:2913924	529.7	6.4	3.239	-317.546	1
chrec2:4567654	460.1	3.8	3.794	-316.383	1
chrec2:4345279	474.9	4.4	3.616	-315.897	1
chrec2:3585352	621.2	10.7	2.727	-315.100	1
chrec2:1760536	384.6	1.4	4.994	-314.817	1
chrec2:1136304	356.9	0.8	8.479	-314.076	1
chrec2:3705515	641.1	11.6	2.650	-313.964	1
chrec2:1927916	541.2	7.1	3.112	-313.913	1
chrec2:4096227	499.1	5.4	3.393	-313.573	1
chrec2:2933789	374.6	1.1	5.219	-313.225	1
chrec2:1073879	385.6	1.6	4.803	-312.896	1
chrec2:3111552	489.2	5.0	3.466	-312.459	1
chrec2:3112021	620.8	10.7	2.722	-312.409	1
chrec2:2299444	392.8	1.7	4.706	-311.156	1
chrec2:18937	568.7	8.5	2.933	-311.147	1
chrec2:4143597	348.4	0.7	8.445	-310.998	1
chrec2:2246763	552.9	7.8	3.015	-310.714	1
chrec2:236281	727.6	16.4	2.339	-310.056	1
chrec2:1875751	820.2	21.4	2.125	-308.806	1
chrec2:637419	465.2	4.4	3.578	-307.968	1
chrec2:3739049	409.6	2.4	4.273	-306.413	1
chrec2:729486	535.9	7.3	3.060	-305.298	1
chrec2:2376451	356.9	1.0	8.479	-305.250	1
chrec2:151040	699.0	15.2	2.385	-304.646	1
chrec2:3384335	683.5	14.4	2.438	-304.197	1
chrec2:751170	350.6	0.9	8.454	-303.799	1
chrec2:3625649	416.1	2.8	4.081	-303.302	1
chrec2:554051	379.1	1.6	4.756	-302.578	1
chrec2:3009077	366.6	1.4	4.939	-302.578	1
chrec2:3676975	699.5	15.5	2.364	-302.154	1
chrec2:1834018	480.5	5.1	3.415	-302.133	1
chrec2:1340413	531.8	7.3	3.047	-301.981	1
chrec2:3055482	765.5	19.1	2.188	-300.933	1
chrec2:2733062	724.4	16.8	2.299	-300.840	1
chrec2:1863745	342.6	0.8	8.420	-300.541	1
chrec2:1090622	456.7	4.4	3.571	-300.054	1
chrec2:1074573	366.0	1.4	4.931	-297.773	1
chrec2:3858847	466.4	4.8	3.459	-297.544	1
chrec2:655768	399.6	2.4	4.249	-297.216	1
chrec2:3477597	533.5	7.7	2.983	-296.336	1
chrec2:3721391	692.0	15.5	2.349	-296.234	1
chrec2:4316373	508.8	6.7	3.122	-296.076	1
chrec2:2875468	367.9	1.5	4.766	-295.913	1
chrec2:1910380	1127.8	41.6	1.627	-295.569	1
chrec2:3452811	807.7	21.9	2.072	-294.236	1
chrec2:3783771	434.3	3.8	3.683	-294.117	1
chrec2:2115724	764.4	19.5	2.157	-293.708	1
chrec2:1984786	443.3	4.1	3.614	-293.050	1
chrec2:1972279	294.9	0.0	8.204	-292.375	1
chrec2:2467292	532.9	7.9	2.946	-292.121	1
chrec2:1545985	426.5	3.5	3.782	-291.675	1
chrec2:1117990	472.2	5.4	3.303	-291.193	1
chrec2:4345784	384.4	2.3	4.270	-290.837	1
chrec2:2501556	391.3	2.5	4.159	-290.794	1
chrec2:4447951	500.4	6.5	3.132	-290.784	1
chrec2:1984685	478.8	5.6	3.288	-290.677	1
chrec2:2933357	533.9	8.0	2.931	-290.044	1
chrec2:848604	424.6	3.5	3.775	-289.899	1
chrec2:736592	459.7	4.9	3.404	-289.836	1
chrec2:2742645	436.4	4.0	3.628	-289.570	1
chrec2:586709	356.8	1.5	4.785	-289.283	1
chrec2:3798797	707.0	16.8	2.260	-288.502	1
chrec2:3350296	669.4	14.9	2.355	-287.985	1
chrec2:3765971	412.6	3.2	3.862	-287.708	1
chrec2:811959	359.2	1.6	4.712	-287.450	1
chrec2:2717680	611.5	11.9	2.552	-287.117	1
chrec2:874312	427.5	3.8	3.686	-287.037	1
chrec2:3095932	464.1	5.3	3.308	-285.909	1
chrec2:2537686	579.3	10.4	2.667	-285.742	1
chrec2:4627459	403.5	3.0	3.935	-285.459	1
chrec2:3676024	568.2	9.9	2.704	-284.566	1
chrec2:629050	286.4	0.0	8.162	-284.425	1
chrec2:2132924	397.6	2.9	3.960	-283.915	1
chrec2:4045545	321.2	0.6	8.327	-283.841	1
chrec2:3081101	426.8	3.9	3.640	-283.441	1
chrec2:3666614	670.2	15.2	2.326	-283.223	1
chrec2:3268128	480.1	6.1	3.161	-283.052	1
chrec2:476043	309.7	0.4	8.275	-282.853	1
chrec2:3159936	439.9	4.5	3.474	-282.598	1
chrec2:601789	379.1	2.4	4.187	-282.079	1
chrec2:1697998	363.8	1.9	4.474	-281.483	1
chrec2:2538749	385.5	2.5	4.119	-281.256	1
chrec2:2060957	553.6	9.5	2.726	-281.092	1
chrec2:3942701	388.4	2.7	4.051	-280.906	1
chrec2:2056357	454.8	5.2	3.312	-280.626	1
chrec2:2196316	361.4	1.9	4.414	-279.625	1
chrec2:2909599	551.8	9.5	2.722	-279.507	1
chrec2:936979	447.9	5.0	3.363	-279.494	1
chrec2:3736532	358.0	1.8	4.541	-279.364	1
chrec2:1939969	321.3	0.7	8.328	-279.321	1
chrec2:3491732	346.4	1.4	4.802	-278.921	1
chrec2:3446866	504.0	7.3	2.966	-278.873	1
chrec2:4541127	834.2	24.9	1.932	-278.386	1
chrec2:678104	371.6	2.2	4.278	-277.962	1
chrec2:3772751	580.3	10.9	2.595	-277.425	1
chrec2:3379908	554.5	9.7	2.703	-277.307	1
chrec2:1263296	761.6	20.8	2.058	-276.963	1
chrec2:1597831	417.6	4.0	3.580	-276.405	1
chrec2:1978071	357.4	1.9	4.397	-275.918	1
chrec2:1752858	566.7	10.4	2.635	-275.594	1
chrec2:2141886	345.7	1.5	4.675	-275.253	1
chrec2:1249126	342.5	1.4	4.788	-275.157	1
chrec2:4494814	486.2	6.8	3.025	-274.725	1
chrec2:3991129	310.7	0.6	8.279	-274.174	1
chrec2:3107343	377.8	2.5	4.099	-273.978	1
chrec2:2873517	314.5	0.7	8.297	-273.541	1
chrec2:659245	449.1	5.3	3.260	-273.104	1
chrec2:2672261	368.5	2.3	4.164	-272.922	1
chrec2:19695	734.8	19.5	2.102	-272.766	1
chrec2:1167496	548.3	9.7	2.688	-272.587	1
chrec2:694162	394.8	3.3	3.777	-272.503	1
chrec2:1856426	444.8	5.2	3.291	-272.080	1
chrec2:2846062	416.2	4.0	3.554	-272.014	1
chrec2:2939058	460.3	5.9	3.162	-270.789	1
chrec2:4477102	440.5	5.1	3.308	-270.202	1
chrec2:2001727	386.0	3.0	3.890	-270.172	1
chrec2:2505893	319.6	1.0	8.320	-269.848	1
chrec2:3266715	456.9	5.7	3.191	-269.707	1
chrec2:89487	1566.6	76.1	1.230	-269.635	1
chrec2:1620726	1351.2	60.4	1.348	-268.987	1
chrec2:4371573	1238.8	52.6	1.423	-268.146	1
chrec2:1735981	647.9	15.2	2.278	-267.177	1
chrec2:3049749	501.8	8.0	2.844	-266.931	1
chrec2:3137328	514.4	8.5	2.787	-266.651	1
chrec2:1816063	348.2	1.8	4.442	-266.646	1
chrec2:1467005	365.4	2.4	4.107	-266.137	1
chrec2:4119624	449.1	5.6	3.185	-266.097	1
chrec2:882668	461.4	6.2	3.073	-265.730	1
chrec2:1433319	296.7	0.5	8.213	-265.281	1
chrec2:115764	296.7	0.5	8.213	-265.283	1
chrec2:3902444	356.7	2.2	4.188	-265.112	1
chrec2:2502005	399.0	3.7	3.629	-265.030	1
chrec2:3844928	331.1	1.5	4.692	-264.818	1
chrec2:1823228	331.1	1.4	4.753	-264.820	1
chrec2:4302134	363.3	2.4	4.085	-264.324	1
chrec2:1356789	344.7	1.9	4.350	-263.874	1
chrec2:3356185	420.2	4.6	3.363	-263.645	1
chrec2:1748592	600.4	13.1	2.385	-262.661	1
chrec2:1491249	370.5	2.8	3.900	-262.525	1
chrec2:3149922	622.5	14.1	2.327	-262.193	1
chrec2:41384	335.3	1.7	4.508	-261.421	1
chrec2:2961234	376.1	3.0	3.816	-261.207	1
chrec2:898296	371.5	3.0	3.840	-260.499	1
chrec2:1809426	383.5	3.4	3.688	-259.912	1
chrec2:2548425	399.3	3.9	3.530	-259.744	1
chrec2:3287178	492.5	7.9	2.825	-259.679	1
chrec2:745273	350.9	2.2	4.155	-259.617	1
chrec2:3649426	583.0	12.4	2.423	-259.065	1
chrec2:4247904	335.5	1.8	4.413	-258.910	1
chrec2:700328	345.7	2.2	4.186	-258.222	1
chrec2:3172401	377.1	3.3	3.703	-257.349	1
chrec2:1109745	396.0	3.9	3.534	-257.121	1
chrec2:3215948	410.7	4.5	3.392	-256.626	1
chrec2:554581	326.2	1.5	4.614	-256.531	1
chrec2:2021640	379.6	3.4	3.680	-256.368	1
chrec2:3111439	418.3	4.8	3.300	-256.200	1
chrec2:4370784	587.6	13.0	2.369	-254.619	1
chrec2:4065978	556.7	11.4	2.478	-254.568	1
chrec2:2614135	400.9	4.3	3.417	-253.821	1
chrec2:3046540	323.7	1.5	4.614	-253.724	1
chrec2:4432633	364.3	2.9	3.853	-253.318	1
chrec2:2084649	420.3	5.0	3.252	-253.155	1
chrec2:2607785	297.9	0.8	8.219	-252.942	1
chrec2:1976130	322.3	1.5	4.597	-252.793	1
chrec2:3525736	419.0	5.1	3.232	-252.307	1
chrec2:2813504	1603.4	81.7	1.160	-252.253	1
chrec2:1966549	292.2	0.7	8.191	-251.414	1
chrec2:2669822	352.2	2.5	3.996	-251.299	1
chrec2:3582859	557.7	11.5	2.462	-251.187	1
chrec2:3787321	957.8	35.5	1.620	-250.806	1
chrec2:3389723	449.2	6.4	2.992	-250.613	1
chrec2:1910886	748.2	22.3	1.936	-250.499	1
chrec2:3734630	413.6	5.0	3.249	-250.414	1
chrec2:896092	285.4	0.7	8.157	-250.025	1
chrec2:4049401	487.5	8.2	2.758	-249.005	1
chrec2:1172227	297.2	1.0	5.059	-248.869	1
chrec2:4105398	397.5	4.4	3.354	-248.756	1
chrec2:4004249	386.1	3.9	3.485	-248.402	1
chrec2:643192	395.8	4.4	3.348	-247.029	1
chrec2:3897820	539.9	11.0	2.482	-246.785	1
chrec2:2905344	573.1	12.7	2.361	-246.732	1
chrec2:2340618	310.9	1.4	4.676	-246.052	1
chrec2:1092298	318.4	1.6	4.492	-245.597	1
chrec2:2476121	496.6	8.9	2.660	-245.573	1
chrec2:243426	294.1	1.0	8.200	-245.058	1
chrec2:3591435	320.4	1.8	4.342	-245.003	1
chrec2:4360750	345.1	2.5	3.948	-244.977	1
chrec2:3362870	627.3	15.7	2.183	-244.655	1
chrec2:2702279	393.4	4.4	3.352	-244.454	1
chrec2:1995379	428.7	5.8	3.065	-244.031	1
chrec2:453502	482.3	8.4	2.707	-243.925	1
chrec2:1816218	269.8	0.4	8.076	-243.865	1
chrec2:1338568	283.6	0.8	8.148	-243.737	1
chrec2:1970871	332.9	2.2	4.123	-243.174	1
chrec2:1906223	329.8	2.1	4.192	-242.643	1
chrec2:4483617	413.0	5.3	3.136	-242.633	1
chrec2:4450883	311.0	1.5	4.525	-242.537	1
chrec2:3042075	438.4	6.5	2.945	-242.398	1
chrec2:529267	342.6	2.5	3.955	-242.278	1
chrec2:760892	273.6	0.5	8.096	-242.014	1
chrec2:1983331	350.5	2.9	3.762	-241.703	1
chrec2:2779894	326.8	2.1	4.129	-240.817	1
chrec2:2190292	320.5	1.8	4.319	-240.790	1
chrec2:3663720	379.9	4.0	3.418	-240.669	1
chrec2:3497541	308.2	1.5	4.562	-239.742	1
chrec2:4219184	288.4	1.0	8.172	-239.358	1
chrec2:1232235	291.7	1.1	4.868	-239.263	1
chrec2:976463	317.7	1.9	4.261	-238.948	1
chrec2:4103737	792.2	26.2	1.785	-238.693	1
chrec2:1693676	330.5	2.4	3.992	-238.299	1
chrec2:3934321	374.9	3.9	3.461	-237.981	1
chrec2:1000272	240.0	0.0	7.907	-237.697	1
chrec2:3877867	329.3	2.4	3.974	-237.393	1
chrec2:2974180	376.3	4.0	3.416	-237.209	1
chrec2:2875787	333.5	2.4	3.973	-237.115	1
chrec2:2742464	359.5	3.5	3.541	-236.059	1
chrec2:2988399	462.9	7.9	2.734	-235.706	1
chrec2:3534983	313.8	1.9	4.248	-235.267	1
chrec2:2735583	802.9	27.2	1.751	-234.755	1
chrec2:4049493	506.4	10.0	2.521	-234.653	1
chrec2:3478277	644.2	17.6	2.060	-234.037	1
chrec2:1924966	400.3	5.2	3.144	-233.976	1
chrec2:3508114	513.0	10.6	2.464	-233.889	1
chrec2:3976039	669.5	19.0	2.001	-233.712	1
chrec2:131344	453.1	7.6	2.766	-233.534	1
chrec2:3965053	329.0	2.5	3.931	-233.504	1
chrec2:3314926	494.9	9.6	2.551	-233.208	1
chrec2:384270	374.1	4.2	3.359	-233.019	1
chrec2:3895759	337.7	2.8	3.783	-232.923	1
chrec2:432450	417.3	5.9	3.004	-232.784	1
chrec2:2059058	546.7	12.4	2.331	-232.352	1
chrec2:642055	262.8	0.5	8.038	-232.336	1
chrec2:3008920	310.6	1.8	4.261	-231.598	1
chrec2:3921186	422.3	6.3	2.922	-231.396	1
chrec2:636515	474.1	8.7	2.633	-231.287	1
chrec2:3362987	465.9	8.3	2.673	-230.547	1
chrec2:151737	439.3	7.1	2.818	-230.168	1
chrec2:2212573	274.0	0.8	8.098	-230.028	1
chrec2:3316719	522.8	11.2	2.415	-229.915	1
chrec2:667022	376.7	4.3	3.306	-229.904	1
chrec2:4002000	325.8	2.4	3.954	-229.904	1
chrec2:2953892	277.4	1.0	8.116	-229.870	1
chrec2:872411	231.7	0.0	7.856	-229.751	1
chrec2:2023536	297.2	1.5	4.485	-229.525	1
chrec2:2802635	516.9	11.0	2.418	-229.473	1
chrec2:4137533	291.9	1.5	4.516	-228.317	1
chrec2:4015709	401.5	5.5	3.060	-228.174	1
chrec2:1240326	272.7	0.8	8.091	-228.128	1
chrec2:4272946	378.7	4.6	3.231	-227.742	1
chrec2:4413815	421.0	6.5	2.893	-227.710	1
chrec2:2909697	394.7	5.3	3.083	-227.576	1
chrec2:163875	376.6	4.5	3.260	-227.542	1
chrec2:78772	536.2	12.2	2.329	-227.438	1
chrec2:3259938	322.4	2.4	3.939	-227.210	1
chrec2:948468	286.7	1.3	4.638	-227.181	1
chrec2:452975	363.4	4.1	3.343	-226.882	1
chrec2:4546898	428.0	6.9	2.826	-225.300	1
chrec2:4237189	392.3	5.3	3.089	-225.074	1
chrec2:539313	299.8	1.7	4.318	-224.721	1
chrec2:4248557	264.6	0.7	8.047	-224.579	1
chrec2:1724484	318.7	2.4	3.901	-224.507	1
chrec2:2010221	535.2	12.4	2.296	-224.305	1
chrec2:1294887	414.0	6.3	2.906	-224.069	1
chrec2:4369642	349.1	3.6	3.481	-223.888	1
chrec2:875314	393.5	5.4	3.063	-223.719	1
chrec2:2663316	254.0	0.5	7.989	-223.641	1
chrec2:902863	311.2	2.2	4.019	-223.205	1
chrec2:132116	364.5	4.3	3.264	-222.910	1
chrec2:1238071	266.6	0.8	8.058	-222.415	1
chrec2:1293009	255.7	0.7	7.998	-221.137	1
chrec2:2533012	245.4	0.4	7.939	-220.532	1
chrec2:2247416	329.8	3.0	3.638	-220.315	1
chrec2:1633738	283.1	1.4	4.504	-219.933	1
chrec2:4204676	306.6	2.2	3.963	-219.577	1
chrec2:142875	589.7	15.8	2.088	-218.757	1
chrec2:2937645	266.6	0.9	8.058	-218.488	1
chrec2:4063621	411.9	6.6	2.837	-218.391	1
chrec2:1866033	285.2	1.5	4.393	-218.391	1
chrec2:3475796	466.7	9.1	2.543	-217.976	1
chrec2:3794755	318.1	2.7	3.752	-217.902	1
chrec2:2137579	242.4	0.4	7.921	-217.618	1
chrec2:3739759	314.0	2.5	3.832	-217.146	1
chrec2:3896698	316.9	2.7	3.739	-217.011	1
chrec2:1533412	316.3	2.7	3.720	-217.013	1
chrec2:1048300	320.6	2.7	3.733	-216.910	1
chrec2:2367063	218.0	0.0	7.768	-216.823	1
chrec2:4173201	400.2	6.1	2.903	-216.784	1
chrec2:4352736	279.5	1.4	4.523	-216.217	1
chrec2:3602678	356.4	4.3	3.237	-216.094	1
chrec2:2621337	271.8	1.2	4.749	-215.771	1
chrec2:2821065	350.7	4.1	3.288	-215.731	1
chrec2:3658606	353.4	4.2	3.271	-215.051	1
chrec2:2145296	353.1	4.2	3.270	-215.053	1
chrec2:2349269	254.0	0.7	7.988	-215.017	1
chrec2:4616620	384.4	5.6	2.978	-214.954	1
chrec2:2217390	244.7	0.5	7.935	-214.946	1
chrec2:1632215	287.9	1.8	4.213	-214.622	1
chrec2:1538643	269.1	1.2	4.686	-213.898	1
chrec2:4408212	542.0	13.5	2.197	-213.545	1
chrec2:2132140	444.2	8.3	2.604	-213.419	1
chrec2:2084542	331.3	3.3	3.504	-213.332	1
chrec2:3103103	318.9	2.9	3.631	-213.311	1
chrec2:2183044	317.8	3.0	3.612	-212.425	1
chrec2:3613566	612.4	17.6	1.989	-212.331	1
chrec2:1595676	250.9	0.7	7.971	-212.152	1
chrec2:3156722	362.4	4.8	3.116	-211.971	1
chrec2:2538852	449.4	8.7	2.562	-211.951	1
chrec2:678742	278.1	1.5	4.417	-211.927	1
chrec2:3178411	503.4	11.6	2.309	-211.839	1
chrec2:2827910	295.5	2.1	4.009	-211.725	1
chrec2:3974299	391.5	5.9	2.909	-211.524	1
chrec2:4023207	280.6	1.7	4.240	-211.415	1
chrec2:644006	258.1	1.0	8.012	-210.935	1
chrec2:141729	542.3	13.7	2.170	-210.644	1
chrec2:2305159	211.4	0.0	7.724	-209.869	1
chrec2:2993260	324.1	3.2	3.530	-209.803	1
chrec2:4366842	341.7	3.9	3.321	-209.587	1
chrec2:3145390	994.7	43.1	1.393	-209.052	1
chrec2:1340291	320.4	3.1	3.546	-208.896	1
chrec2:1856586	367.1	5.1	3.045	-208.682	1
chrec2:1501981	237.7	0.5	7.893	-208.191	1
chrec2:247717	290.3	2.2	3.940	-208.105	1
chrec2:1787854	209.9	0.0	7.713	-207.882	1
chrec2:2912885	297.6	2.3	3.887	-207.652	1
chrec2:1521956	368.0	5.1	3.026	-207.350	1
chrec2:1289925	313.7	3.0	3.551	-206.252	1
chrec2:1960777	207.4	0.0	7.696	-205.888	1
chrec2:1468993	325.2	3.5	3.418	-205.602	1
chrec2:3923183	323.9	3.4	3.422	-204.735	1
chrec2:3157841	287.2	2.1	3.943	-204.483	1
chrec2:1693249	247.2	0.8	7.949	-204.352	1
chrec2:2986329	399.6	6.7	2.756	-204.075	1
chrec2:129473	263.3	1.5	4.359	-202.295	1
chrec2:686348	353.4	4.9	3.043	-202.235	1
chrec2:3750206	346.5	4.5	3.145	-202.206	1
chrec2:581541	203.3	0.0	7.667	-201.902	1
chrec2:4109081	308.6	3.1	3.519	-201.865	1
chrec2:4398348	326.1	3.6	3.348	-201.550	1
chrec2:2621155	352.5	4.9	3.036	-201.408	1
chrec2:1857124	263.3	1.4	4.424	-201.375	1
chrec2:3762266	478.6	11.0	2.309	-201.353	1
chrec2:3415824	362.5	5.3	2.961	-201.098	1
chrec2:1627051	235.1	0.6	7.877	-200.981	1
chrec2:1158718	375.0	5.9	2.852	-200.573	1
chrec2:890757	322.8	3.5	3.379	-200.550	1
chrec2:517421	384.0	6.4	2.779	-199.864	1
chrec2:2346663	261.1	1.4	4.443	-199.524	1
chrec2:1642162	228.5	0.6	7.836	-199.506	1
chrec2:3882363	311.9	3.2	3.464	-199.357	1
chrec2:738841	344.7	4.6	3.082	-199.146	1
chrec2:4302956	363.1	5.4	2.924	-199.009	1
chrec2:1046965	264.0	1.6	4.269	-199.007	1
chrec2:3665961	350.3	4.9	3.038	-198.926	1
chrec2:157017	319.8	3.6	3.340	-198.837	1
chrec2:1713595	410.4	7.7	2.602	-198.632	1
chrec2:730370	298.7	2.8	3.611	-198.364	1
chrec2:104525	694.7	24.1	1.713	-197.896	1
chrec2:3808817	265.9	1.7	4.177	-197.635	1
chrec2:3804718	297.3	2.8	3.573	-197.484	1
chrec2:2838015	362.6	5.6	2.895	-196.946	1
chrec2:1702668	198.2	0.0	7.631	-196.940	1
chrec2:1227819	288.0	2.5	3.739	-196.783	1
chrec2:393098	243.3	1.0	7.927	-196.771	1
chrec2:475584	1002.2	45.4	1.329	-196.609	1
chrec2:2324456	370.4	5.8	2.852	-196.543	1
chrec2:2506266	351.9	5.1	2.985	-196.293	1
chrec2:3621125	260.7	1.5	4.282	-196.253	1
