### ChExMix output
#Replicate	ParentCond	Name	Index	SigCount	CtrlCount	CtrlScaling	SignalFraction
#Replicate	SAMPLE	SAMPLE:1	0	4778426.0	5052701.0	0.993	0.672
#
#Point	SAMPLE:1_Sig	SAMPLE:1_Ctrl	SAMPLE:1_log2Fold	SAMPLE:1_log2Q
chrec2:3385956	1708.1	140.2	3.617	-Infinity
chrec2:2324661	1708.1	156.1	3.462	-Infinity
chrec2:2250329	1704.2	103.7	4.050	-Infinity
chrec2:3078112	1689.5	63.8	4.738	-Infinity
chrec2:3678448	1689.4	117.7	3.854	-Infinity
chrec2:2899835	1684.1	94.0	4.173	-Infinity
chrec2:2898742	1675.1	104.5	4.014	-Infinity
chrec2:2528604	1669.4	148.3	3.503	-Infinity
chrec2:3966321	1666.8	139.4	3.590	-Infinity
chrec2:3276747	1665.1	88.6	4.243	-Infinity
chrec2:4103399	1660.3	122.3	3.774	-Infinity
chrec2:1105540	1659.4	98.3	4.088	-Infinity
chrec2:1437564	1656.6	60.4	4.788	-Infinity
chrec2:1553825	1650.9	118.9	3.806	-Infinity
chrec2:2551301	1649.5	56.7	4.874	-Infinity
chrec2:1617945	1649.0	62.5	4.732	-Infinity
chrec2:3737284	1644.6	97.5	4.086	-Infinity
chrec2:1103311	1640.2	66.1	4.644	-Infinity
chrec2:3220620	1639.9	99.9	4.048	-Infinity
chrec2:894780	1636.9	73.7	4.484	-Infinity
chrec2:2666562	1634.0	112.6	3.870	-Infinity
chrec2:4415192	1632.0	95.0	4.113	-Infinity
chrec2:1944078	1631.8	59.8	4.780	-Infinity
chrec2:4089701	1623.2	128.6	3.669	-Infinity
chrec2:4255083	1622.6	68.0	4.588	-Infinity
chrec2:377581	1613.5	117.6	3.789	-Infinity
chrec2:3119960	1601.4	115.7	3.802	-Infinity
chrec2:1046954	1600.9	75.2	4.423	-Infinity
chrec2:3657685	1598.4	113.1	3.832	-Infinity
chrec2:1831929	1594.6	44.5	5.173	-Infinity
chrec2:3908347	1592.0	119.4	3.748	-Infinity
chrec2:1245261	1587.5	84.5	4.242	-Infinity
chrec2:1187705	1585.6	55.1	4.856	-Infinity
chrec2:2892386	1584.0	103.6	3.945	-Infinity
chrec2:3901255	1580.6	120.2	3.727	-Infinity
chrec2:239055	1578.5	72.6	4.453	-Infinity
chrec2:1692053	1573.9	108.9	3.864	-Infinity
chrec2:4422735	1571.0	99.1	3.997	-Infinity
chrec2:4467673	1569.7	77.2	4.356	-Infinity
chrec2:1554004	1567.1	107.7	3.873	-Infinity
chrec2:2131626	1565.9	104.1	3.922	-Infinity
chrec2:2768328	1564.3	87.9	4.164	-Infinity
chrec2:2364177	1562.5	104.0	3.920	-Infinity
chrec2:1673592	1561.0	84.5	4.217	-Infinity
chrec2:3556809	1556.0	111.4	3.815	-Infinity
chrec2:2909046	1551.2	104.3	3.905	-Infinity
chrec2:4361559	1546.1	66.9	4.541	-Infinity
chrec2:2237693	1520.8	100.4	3.932	-Infinity
chrec2:3764984	1517.1	30.9	5.630	-Infinity
chrec2:2782096	1500.9	27.5	5.780	-Infinity
chrec2:529426	1494.4	85.8	4.133	-Infinity
chrec2:2162268	1494.1	90.4	4.058	-Infinity
chrec2:1741167	1475.8	79.8	4.220	-Infinity
chrec2:2483264	1458.6	57.5	4.675	-Infinity
chrec2:4419002	1456.2	73.9	4.310	-Infinity
chrec2:2199842	1450.4	65.8	4.472	-Infinity
chrec2:1503502	1447.8	58.9	4.629	-Infinity
chrec2:4338960	1447.5	80.9	4.172	-Infinity
chrec2:1232386	1445.8	50.1	4.861	-Infinity
chrec2:515748	1442.7	47.3	4.940	-Infinity
chrec2:1772106	1432.4	72.0	4.326	-Infinity
chrec2:2152126	1432.1	73.9	4.288	-Infinity
chrec2:1231494	1430.5	68.6	4.393	-Infinity
chrec2:1140168	1423.6	67.6	4.408	-Infinity
chrec2:2361726	1423.5	51.6	4.798	-Infinity
chrec2:1904743	1377.7	48.9	4.827	-Infinity
chrec2:729981	1357.6	49.9	4.777	-Infinity
chrec2:875796	1349.4	45.1	4.912	-Infinity
chrec2:2993666	1338.5	48.3	4.803	-Infinity
chrec2:83981	1336.2	49.1	4.776	-Infinity
chrec2:1664256	1297.9	29.0	5.496	-Infinity
chrec2:1479203	1380.8	63.2	4.459	-1071.193
chrec2:1500689	1349.9	55.1	4.625	-1071.193
chrec2:4574509	1529.0	106.6	3.852	-1070.193
chrec2:938025	1779.2	190.8	3.231	-1069.608
chrec2:1600687	1411.0	71.9	4.305	-1068.913
chrec2:3885830	1635.6	141.8	3.539	-1068.415
chrec2:3181183	1530.0	107.6	3.840	-1068.415
chrec2:4050732	1967.5	263.5	2.911	-1068.046
chrec2:1409677	1437.8	80.4	4.172	-1067.642
chrec2:2346218	1464.3	90.3	4.029	-1060.678
chrec2:4170586	1456.6	88.1	4.057	-1059.594
chrec2:2715221	1453.4	86.9	4.075	-1059.066
chrec2:4099045	1863.8	228.6	3.038	-1056.990
chrec2:741425	1620.9	141.1	3.532	-1055.161
chrec2:83127	1472.6	94.0	3.979	-1054.766
chrec2:2543217	1451.1	88.0	4.054	-1054.115
chrec2:3780653	1560.9	122.8	3.678	-1053.493
chrec2:2607304	1433.6	83.0	4.121	-1053.376
chrec2:1380993	1348.8	59.9	4.504	-1052.527
chrec2:3217862	1428.5	81.7	4.138	-1051.975
chrec2:2855750	1428.9	82.9	4.118	-1049.708
chrec2:4074995	1788.3	202.8	3.151	-1049.387
chrec2:3970958	1383.9	70.7	4.302	-1047.307
chrec2:983322	1470.9	97.3	3.928	-1044.788
chrec2:2869307	1758.6	195.5	3.180	-1040.151
chrec2:1351322	1368.3	69.3	4.314	-1040.108
chrec2:1611586	1342.6	61.5	4.459	-1038.960
chrec2:1110280	1538.6	120.3	3.688	-1038.578
chrec2:1465238	1385.3	74.1	4.235	-1038.287
chrec2:216038	1725.5	184.8	3.233	-1037.890
chrec2:2990544	1333.0	60.5	4.471	-1034.050
chrec2:2795720	1462.1	98.5	3.902	-1033.644
chrec2:1657041	1499.1	110.4	3.774	-1031.931
chrec2:4299483	1699.4	179.1	3.256	-1030.827
chrec2:4420624	1619.0	150.9	3.434	-1030.081
chrec2:3434844	1788.1	212.3	3.085	-1028.994
chrec2:3981200	1434.1	92.6	3.964	-1027.226
chrec2:3699552	2017.9	304.4	2.739	-1026.115
chrec2:511627	1697.1	179.5	3.252	-1025.879
chrec2:1090556	1555.3	132.8	3.560	-1021.850
chrec2:907814	1460.8	102.4	3.845	-1020.924
chrec2:4163993	1847.5	239.7	2.957	-1017.011
chrec2:3844725	1722.6	195.3	3.152	-1012.851
chrec2:4507047	1593.1	148.7	3.432	-1012.537
chrec2:4208870	2130.0	359.8	2.576	-1011.789
chrec2:4345933	1494.3	116.5	3.692	-1010.522
chrec2:1005664	1530.8	128.3	3.587	-1010.509
chrec2:3942367	1671.6	177.8	3.243	-1009.289
chrec2:4038668	2138.4	366.4	2.555	-1008.041
chrec2:63040	1595.9	151.1	3.411	-1006.672
chrec2:2305260	1492.2	116.9	3.684	-1005.967
chrec2:3641017	1949.7	287.1	2.774	-1004.070
chrec2:4036266	2214.9	403.2	2.468	-1001.868
chrec2:451549	1806.7	233.4	2.963	-998.932
chrec2:1809478	1387.0	87.2	4.002	-998.827
chrec2:4561706	1372.7	83.4	4.051	-998.438
chrec2:656199	1332.3	72.1	4.217	-995.922
chrec2:4151957	1624.9	167.2	3.291	-992.188
chrec2:1964031	1378.3	87.4	3.989	-991.540
chrec2:3213842	1654.8	179.7	3.214	-990.071
chrec2:3552556	1960.5	299.5	2.721	-989.574
chrec2:4390323	1473.4	117.3	3.662	-989.072
chrec2:4573146	1440.5	107.2	3.759	-987.631
chrec2:3025142	1446.4	110.0	3.728	-984.508
chrec2:2765633	2024.3	330.9	2.623	-981.888
chrec2:3847785	1607.9	167.1	3.277	-980.885
chrec2:2494326	1307.8	69.8	4.239	-980.324
chrec2:4525914	1646.6	180.6	3.199	-980.082
chrec2:1797459	2373.4	491.0	2.284	-978.275
chrec2:4244134	1476.4	122.3	3.604	-978.088
chrec2:1550739	1170.0	34.5	5.092	-977.754
chrec2:1058358	1320.7	75.2	4.146	-976.080
chrec2:3227544	1252.5	57.0	4.467	-973.324
chrec2:4114888	2524.6	568.6	2.161	-972.198
chrec2:2464458	1398.6	100.3	3.813	-970.934
chrec2:3957724	1396.5	100.4	3.809	-969.136
chrec2:3822220	1486.8	129.3	3.533	-969.093
chrec2:1059137	1346.4	85.5	3.987	-968.541
chrec2:3537787	1570.2	158.6	3.318	-967.680
chrec2:2433585	1630.7	180.4	3.187	-966.513
chrec2:4123116	2700.2	664.7	2.033	-962.043
chrec2:3572593	1419.6	110.6	3.693	-961.320
chrec2:3618334	1512.3	141.2	3.432	-959.868
chrec2:4299819	1435.8	116.5	3.634	-958.979
chrec2:2939059	1770.8	238.3	2.904	-958.857
chrec2:266223	1432.1	115.3	3.646	-958.172
chrec2:3974885	2119.6	387.3	2.463	-957.014
chrec2:2294590	1531.9	150.7	3.356	-954.610
chrec2:2968144	1427.4	115.1	3.643	-953.736
chrec2:2941919	1669.8	202.5	3.054	-949.509
chrec2:959891	1253.6	63.6	4.312	-949.347
chrec2:2352276	1576.6	168.5	3.237	-948.756
chrec2:3004380	1388.2	105.7	3.726	-947.684
chrec2:2715359	1205.0	52.0	4.544	-946.104
chrec2:3696936	1678.8	209.0	3.016	-944.690
chrec2:4387767	1505.8	145.9	3.378	-944.573
chrec2:2115449	2946.3	809.2	1.875	-941.163
chrec2:1987689	1528.9	155.4	3.309	-939.738
chrec2:531762	1378.0	105.6	3.716	-937.857
chrec2:112454	1579.1	174.5	3.188	-937.221
chrec2:1486694	1288.4	77.9	4.058	-936.356
chrec2:459809	1929.4	316.3	2.619	-935.937
chrec2:2061035	1660.0	206.3	3.019	-935.445
chrec2:1335570	1417.2	120.6	3.565	-931.376
chrec2:2867435	1769.6	252.4	2.820	-929.471
chrec2:4272396	1102.0	30.4	5.190	-929.146
chrec2:2715279	1219.9	60.5	4.343	-928.830
chrec2:3282712	1316.0	91.2	3.861	-922.433
chrec2:2759046	1132.8	39.4	4.858	-921.745
chrec2:1574463	1294.5	85.5	3.930	-921.284
chrec2:1810843	1393.3	116.3	3.594	-920.923
chrec2:2924057	1411.3	122.4	3.538	-920.782
chrec2:518982	1654.1	212.4	2.972	-917.514
chrec2:3938877	1712.8	234.7	2.878	-916.909
chrec2:4404266	1796.6	269.1	2.750	-916.821
chrec2:4633476	1838.8	287.4	2.688	-916.517
chrec2:2554961	1729.4	241.9	2.848	-916.455
chrec2:4182912	1352.4	104.9	3.700	-914.674
chrec2:638178	1878.9	305.8	2.630	-914.422
chrec2:758479	1329.4	97.7	3.776	-913.861
chrec2:3229873	1391.7	119.6	3.551	-912.023
chrec2:1463997	1117.6	40.2	4.809	-908.477
chrec2:4602995	1660.7	219.1	2.933	-908.442
chrec2:2316337	2495.7	601.9	2.062	-905.467
chrec2:3534348	1282.6	86.9	3.895	-903.543
chrec2:605255	1555.8	182.9	3.099	-899.512
chrec2:71625	1678.0	230.2	2.876	-899.486
chrec2:3734961	1243.6	77.3	4.019	-899.289
chrec2:1671390	1132.0	45.8	4.638	-899.236
chrec2:4613449	1514.9	167.6	3.186	-899.236
chrec2:3706268	1365.8	114.9	3.582	-898.900
chrec2:4308975	1345.7	109.5	3.630	-898.318
chrec2:2264365	1392.8	125.2	3.486	-897.149
chrec2:1310927	1226.8	72.8	4.084	-896.222
chrec2:2212181	1329.8	105.7	3.663	-895.100
chrec2:1065414	1034.1	23.4	5.473	-893.765
chrec2:3324654	1538.5	179.6	3.109	-891.166
chrec2:3863299	1445.7	147.4	3.304	-887.879
chrec2:1489664	1170.7	60.1	4.294	-886.749
chrec2:1364518	1154.9	57.2	4.346	-882.003
chrec2:1630455	1407.0	136.2	3.379	-881.335
chrec2:675932	1353.7	118.5	3.524	-881.249
chrec2:1471897	1267.2	90.1	3.825	-881.215
chrec2:1850258	1502.8	171.4	3.143	-879.865
chrec2:2285030	1249.3	84.8	3.892	-879.645
chrec2:270653	1241.7	83.0	3.914	-879.261
chrec2:1457050	1116.8	48.2	4.546	-877.905
chrec2:4572195	1433.2	147.3	3.293	-876.721
chrec2:3508680	2141.2	448.2	2.267	-876.446
chrec2:4500798	1253.6	87.8	3.847	-874.438
chrec2:627354	1213.2	75.6	4.015	-874.119
chrec2:2323597	1423.7	145.2	3.304	-872.986
chrec2:1176829	1303.4	105.3	3.640	-871.122
chrec2:42141	1027.2	27.7	5.224	-869.771
chrec2:3150561	1921.0	350.8	2.464	-867.263
chrec2:585254	1142.1	57.6	4.321	-866.571
chrec2:896679	1158.0	63.2	4.205	-864.826
chrec2:1804529	1618.1	225.6	2.853	-861.734
chrec2:1325559	1328.0	118.4	3.498	-858.443
chrec2:4512471	1187.1	74.5	4.004	-857.481
chrec2:2348253	1095.7	47.4	4.542	-857.280
chrec2:410934	1253.3	93.9	3.750	-857.190
chrec2:2068022	1618.0	226.8	2.845	-856.867
chrec2:2096254	1736.8	276.6	2.661	-856.733
chrec2:1141517	1122.6	55.9	4.339	-855.678
chrec2:3155660	1316.7	116.8	3.505	-854.034
chrec2:755074	1176.7	72.2	4.038	-853.636
chrec2:4584075	1215.3	83.9	3.867	-851.896
chrec2:3908197	1472.6	174.1	3.091	-850.108
chrec2:2365760	1227.3	89.4	3.789	-849.058
chrec2:1960584	1577.8	214.7	2.888	-848.042
chrec2:3207063	1169.5	72.1	4.029	-847.247
chrec2:2463173	1245.0	95.1	3.722	-847.229
chrec2:147007	1151.5	67.5	4.103	-846.448
chrec2:4276388	1582.5	217.6	2.873	-845.959
chrec2:619442	1153.7	68.4	4.087	-845.120
chrec2:1482041	1142.6	65.0	4.146	-844.562
chrec2:4564218	1283.2	108.9	3.569	-842.644
chrec2:958495	1399.3	151.0	3.223	-841.341
chrec2:2005767	1503.9	189.5	2.999	-840.751
chrec2:2493259	1228.8	91.8	3.753	-840.503
chrec2:142799	1386.8	146.8	3.250	-839.747
chrec2:3910695	1347.3	132.2	3.359	-839.414
chrec2:4261067	1705.0	272.3	2.657	-839.033
chrec2:4479866	1194.9	83.3	3.852	-836.801
chrec2:1092770	1492.4	188.3	2.997	-835.962
chrec2:1901790	1215.3	90.5	3.757	-835.446
chrec2:3737094	1098.3	56.3	4.296	-833.424
chrec2:246251	1044.3	42.2	4.641	-832.009
chrec2:3204781	1232.9	97.6	3.670	-830.968
chrec2:1326648	1274.8	111.3	3.528	-830.312
chrec2:2101683	1816.1	325.4	2.491	-830.177
chrec2:2439618	1557.5	215.9	2.861	-829.730
chrec2:37351	1183.5	82.1	3.861	-828.917
chrec2:2451284	1311.0	125.1	3.400	-825.723
chrec2:1002177	1076.0	52.0	4.382	-825.608
chrec2:179144	1441.2	172.3	3.074	-825.559
chrec2:3633134	1344.3	137.6	3.299	-824.573
chrec2:4149346	1178.1	81.8	3.859	-824.411
chrec2:3792080	1205.0	90.7	3.742	-822.774
chrec2:1844067	1306.7	125.7	3.388	-822.260
chrec2:3904383	1396.4	158.5	3.150	-819.346
chrec2:1823988	1206.8	93.2	3.705	-818.943
chrec2:3152689	1418.5	167.5	3.093	-817.462
chrec2:3534268	1160.1	79.4	3.880	-816.997
chrec2:2308685	1540.7	216.1	2.844	-816.751
chrec2:4637858	1626.7	252.4	2.698	-815.096
chrec2:3630648	1443.0	178.6	3.025	-814.018
chrec2:1371356	1050.3	49.3	4.422	-812.657
chrec2:3667607	1826.6	343.1	2.423	-809.740
chrec2:234343	1040.3	46.7	4.488	-809.366
chrec2:2878858	1119.8	70.4	4.002	-807.837
chrec2:2293640	1043.7	48.8	4.428	-806.125
chrec2:3474189	1772.5	322.3	2.470	-804.309
chrec2:4121457	2450.4	655.8	1.912	-803.865
chrec2:4247656	1248.6	112.9	3.478	-801.446
chrec2:3206993	1082.0	61.1	4.157	-801.328
chrec2:4495647	1313.9	136.4	3.279	-801.258
chrec2:3442488	1210.6	102.2	3.577	-797.874
chrec2:2891271	1407.5	172.3	3.040	-797.190
chrec2:2243091	1382.1	164.1	3.085	-796.245
chrec2:4371475	1442.3	186.9	2.959	-795.969
chrec2:529153	1210.5	103.7	3.556	-795.206
chrec2:1519131	1377.8	162.8	3.092	-795.136
chrec2:4622982	1168.0	90.1	3.707	-792.552
chrec2:585414	1064.5	59.0	4.183	-792.136
chrec2:3802305	1248.2	117.7	3.417	-792.086
chrec2:3190586	1368.2	161.1	3.097	-792.081
chrec2:3700740	1303.4	136.4	3.267	-791.845
chrec2:2500766	1346.6	153.1	3.148	-791.739
chrec2:43280	1095.2	67.6	4.029	-791.216
chrec2:3504337	1218.0	107.0	3.520	-790.800
chrec2:2675331	1202.1	102.8	3.559	-787.287
chrec2:648776	1130.4	79.9	3.833	-787.014
chrec2:3333584	1788.7	340.0	2.406	-786.192
chrec2:858090	1494.2	212.7	2.823	-784.775
chrec2:4161720	1404.4	177.5	2.995	-783.846
chrec2:677849	1038.5	53.6	4.287	-783.610
chrec2:184781	1095.7	71.4	3.951	-782.965
chrec2:2757188	1118.7	78.4	3.845	-782.945
chrec2:2577307	1298.2	138.1	3.243	-782.813
chrec2:113250	1918.0	403.3	2.260	-781.289
chrec2:966864	1571.8	247.6	2.677	-781.075
chrec2:3496125	1092.7	71.3	3.949	-780.245
chrec2:1834164	1051.5	59.2	4.162	-780.187
chrec2:2004152	1722.3	314.0	2.466	-779.995
chrec2:1227829	1396.6	178.1	2.982	-778.064
chrec2:2162825	1270.4	130.4	3.294	-778.031
chrec2:1558131	947.0	31.4	4.927	-777.157
chrec2:3144545	1777.0	341.8	2.389	-773.939
chrec2:1804348	2270.4	585.8	1.965	-773.133
chrec2:4202476	1286.4	139.7	3.214	-771.080
chrec2:243103	1089.5	73.0	3.911	-770.618
chrec2:1476961	990.6	44.9	4.475	-770.601
chrec2:3539048	1096.4	76.5	3.852	-768.974
chrec2:3249182	1280.8	139.7	3.207	-765.976
chrec2:3393195	1562.4	251.0	2.648	-765.737
chrec2:1279472	1038.9	59.6	4.134	-765.041
chrec2:1064197	1191.6	108.0	3.475	-764.570
chrec2:3763120	1378.8	177.9	2.965	-763.200
chrec2:4011682	1097.7	78.6	3.814	-760.241
chrec2:3121857	1110.2	84.6	3.724	-758.527
chrec2:782997	1087.5	77.3	3.826	-757.939
chrec2:2064179	1262.9	136.2	3.223	-757.715
chrec2:2413634	1218.1	121.8	3.332	-756.122
chrec2:562535	1261.2	136.2	3.221	-756.013
chrec2:4375205	1362.4	175.3	2.968	-753.438
chrec2:4328635	1306.9	154.1	3.095	-752.715
chrec2:3881836	1337.7	168.5	3.000	-747.775
chrec2:2064051	1223.7	125.9	3.291	-747.372
chrec2:2877875	1054.8	70.8	3.907	-745.797
chrec2:682478	1022.0	61.6	4.064	-743.170
chrec2:3564357	1207.6	123.8	3.297	-741.757
chrec2:220567	1236.8	135.1	3.205	-737.087
chrec2:81649	1048.3	71.6	3.883	-736.502
chrec2:1527843	1097.7	88.6	3.642	-735.816
chrec2:1489768	968.8	50.2	4.281	-733.027
chrec2:3116631	1032.8	69.2	3.911	-731.834
chrec2:1466147	926.0	38.8	4.585	-731.019
chrec2:3582781	1305.8	164.9	2.996	-730.723
chrec2:4645787	1032.8	70.0	3.893	-728.860
chrec2:4523020	1632.9	304.1	2.435	-728.770
chrec2:2252801	1251.1	145.6	3.113	-726.779
chrec2:3277306	1181.5	121.7	3.289	-724.274
chrec2:4034678	1574.9	281.6	2.494	-722.160
chrec2:2712990	1651.0	316.7	2.393	-720.734
chrec2:4175175	1220.5	137.0	3.166	-718.885
chrec2:4294131	1132.1	106.2	3.425	-718.236
chrec2:3498841	1096.1	94.3	3.550	-717.862
chrec2:486547	1271.5	157.3	3.025	-716.862
chrec2:719222	1130.7	105.8	3.428	-716.499
chrec2:3634202	1266.4	157.1	3.021	-715.720
chrec2:2953197	1161.0	118.1	3.307	-713.516
chrec2:4352378	1140.9	111.3	3.369	-713.485
chrec2:1215791	1005.8	66.6	3.928	-712.449
chrec2:4513313	977.1	58.9	4.063	-711.385
chrec2:830431	1038.4	78.3	3.740	-711.091
chrec2:3919066	1023.6	72.6	3.828	-711.053
chrec2:729880	817.0	18.0	5.518	-710.856
chrec2:3789560	1321.3	182.1	2.870	-708.122
chrec2:4249329	1153.1	118.6	3.292	-706.649
chrec2:4044326	1086.0	95.4	3.519	-706.437
chrec2:2816208	3252.8	1216.3	1.430	-705.542
chrec2:3390426	1581.7	295.6	2.430	-703.713
chrec2:3966988	1014.3	72.8	3.810	-702.962
chrec2:4143645	1072.6	91.7	3.559	-702.049
chrec2:4204860	1215.1	144.0	3.087	-701.897
chrec2:3561511	1217.7	145.7	3.073	-699.102
chrec2:3734807	1157.1	123.5	3.238	-698.090
chrec2:3065606	1097.4	101.8	3.441	-697.953
chrec2:3908688	1211.2	143.5	3.087	-697.706
chrec2:4093855	1051.5	86.7	3.612	-696.902
chrec2:1826336	940.0	53.2	4.154	-696.454
chrec2:1184147	981.5	66.1	3.903	-694.613
chrec2:111047	1340.4	195.8	2.786	-694.546
chrec2:4602717	1413.9	227.6	2.645	-694.047
chrec2:383959	1027.1	80.8	3.679	-692.006
chrec2:2787439	859.7	33.2	4.706	-690.880
chrec2:3047111	1136.1	119.6	3.258	-689.681
chrec2:485428	1448.0	244.4	2.577	-689.559
chrec2:3044573	1074.9	98.6	3.456	-689.015
chrec2:1500866	862.6	34.8	4.643	-686.317
chrec2:1966605	952.4	59.5	4.011	-685.490
chrec2:4331693	936.1	55.7	4.081	-683.269
chrec2:2929703	1179.4	138.2	3.103	-682.081
chrec2:2550132	1128.2	120.6	3.236	-680.465
chrec2:3245979	1275.7	177.9	2.852	-678.897
chrec2:487229	940.6	59.0	4.004	-678.534
chrec2:3912850	992.8	75.0	3.736	-678.440
chrec2:3284159	1103.3	113.5	3.291	-676.699
chrec2:52166	1314.0	194.7	2.765	-675.661
chrec2:1748679	1202.4	150.3	3.011	-674.796
chrec2:4218830	969.1	69.2	3.817	-674.073
chrec2:3328836	1185.6	145.7	3.035	-672.395
chrec2:3784391	1189.0	147.9	3.017	-670.519
chrec2:3156843	1119.6	121.3	3.217	-670.438
chrec2:1347676	891.7	48.0	4.225	-668.437
chrec2:506275	1166.8	141.0	3.059	-667.568
chrec2:2510237	890.9	47.6	4.236	-667.516
chrec2:1693185	945.7	63.7	3.902	-667.085
chrec2:4431906	1040.4	96.0	3.449	-663.607
chrec2:171935	1143.4	133.2	3.112	-663.108
chrec2:1543977	889.3	49.1	4.191	-662.413
chrec2:3565342	1003.0	85.6	3.562	-659.890
chrec2:3130047	953.0	69.3	3.792	-659.690
chrec2:3815600	1565.5	316.0	2.319	-659.323
chrec2:3122908	1031.4	95.0	3.451	-658.321
chrec2:3888298	945.5	66.8	3.833	-658.281
chrec2:1279388	848.2	38.7	4.466	-657.971
chrec2:4349106	1167.4	145.9	3.010	-657.433
chrec2:2381471	1021.1	92.4	3.476	-657.313
chrec2:1010661	1130.5	131.1	3.119	-656.704
chrec2:3828046	1166.3	145.4	3.014	-655.776
chrec2:2466506	1180.8	151.7	2.971	-655.276
chrec2:169219	1053.4	103.9	3.353	-654.805
chrec2:2268827	1460.1	271.1	2.440	-651.913
chrec2:1766691	918.0	62.4	3.889	-649.506
chrec2:2225379	1324.2	214.5	2.637	-648.283
chrec2:1753691	937.0	68.3	3.788	-648.204
chrec2:2590039	1019.0	94.9	3.435	-647.874
chrec2:4303511	917.5	62.6	3.883	-644.739
chrec2:4142925	1028.1	100.6	3.363	-643.973
chrec2:3818811	2000.4	547.8	1.879	-642.986
chrec2:1526229	910.4	62.3	3.880	-642.272
chrec2:3533472	1205.8	167.2	2.861	-641.593
chrec2:1791242	1090.1	123.5	3.152	-641.211
chrec2:1504269	861.8	48.3	4.169	-640.787
chrec2:4174831	996.4	89.7	3.483	-640.628
chrec2:484973	2016.2	557.8	1.864	-640.573
chrec2:539720	914.6	63.9	3.850	-640.008
chrec2:2217892	1099.8	127.1	3.124	-639.686
chrec2:1720094	937.1	70.8	3.737	-639.679
chrec2:134937	1068.0	115.9	3.215	-638.807
chrec2:657564	1447.1	273.2	2.416	-638.806
chrec2:916790	877.7	52.7	4.069	-638.699
chrec2:3330834	2005.2	553.3	1.868	-638.289
chrec2:1835004	995.9	91.2	3.459	-638.062
chrec2:926144	1281.0	201.3	2.680	-637.927
chrec2:4582862	892.4	58.0	3.954	-637.030
chrec2:2931658	1006.9	97.4	3.381	-632.420
chrec2:4028819	1143.2	148.5	2.955	-630.334
chrec2:2134204	938.4	74.9	3.658	-629.451
chrec2:593845	859.8	50.6	4.098	-628.487
chrec2:27285	999.6	96.0	3.391	-627.990
chrec2:1517307	807.5	37.2	4.452	-627.600
chrec2:2595236	1002.1	98.4	3.359	-625.603
chrec2:4219920	1156.0	156.2	2.898	-624.254
chrec2:413105	936.6	76.6	3.622	-622.226
chrec2:891251	992.0	96.6	3.370	-621.926
chrec2:3745709	964.0	86.8	3.484	-620.411
chrec2:1300069	949.3	81.9	3.545	-620.326
chrec2:3487068	1128.0	147.3	2.948	-620.108
chrec2:721033	847.9	51.4	4.056	-618.421
chrec2:4173321	1020.5	108.6	3.243	-617.647
chrec2:2682495	920.3	73.8	3.651	-616.215
chrec2:1270616	1038.5	115.3	3.182	-615.675
chrec2:1471055	811.8	42.7	4.258	-610.968
chrec2:2463401	907.3	71.9	3.667	-610.157
chrec2:3921237	940.3	83.1	3.510	-609.792
chrec2:4172500	1019.0	111.4	3.204	-608.863
chrec2:3014159	966.3	93.7	3.377	-607.764
chrec2:4011895	872.4	62.0	3.826	-607.107
chrec2:3369121	945.3	85.9	3.471	-606.387
chrec2:4355728	1180.3	175.9	2.757	-605.535
chrec2:821433	783.5	36.7	4.428	-604.267
chrec2:3878666	929.8	82.4	3.507	-603.638
chrec2:1377813	735.8	24.4	4.928	-602.948
chrec2:2356913	934.8	84.3	3.482	-602.814
chrec2:3918828	883.2	66.8	3.735	-602.693
chrec2:996401	957.1	92.6	3.381	-602.473
chrec2:3273400	818.6	47.9	4.105	-601.293
chrec2:17291	1029.8	119.8	3.114	-599.756
chrec2:2127251	891.6	71.5	3.651	-599.588
chrec2:1452050	751.3	29.9	4.659	-599.186
chrec2:1518830	1091.6	143.5	2.937	-598.952
chrec2:2369849	787.6	39.7	4.322	-597.797
chrec2:1532205	733.1	25.2	4.873	-597.189
chrec2:4369606	1017.9	116.7	3.135	-596.471
chrec2:3721271	1148.9	167.2	2.791	-595.576
chrec2:862213	766.2	34.8	4.470	-595.352
chrec2:632030	966.6	98.0	3.313	-594.579
chrec2:3948296	1124.4	158.3	2.839	-594.167
chrec2:2513859	944.0	90.8	3.388	-592.849
chrec2:3343370	1310.7	238.9	2.466	-592.451
chrec2:3139326	1168.0	177.7	2.727	-592.106
chrec2:3269623	924.1	84.7	3.459	-590.640
chrec2:2378223	940.2	91.0	3.379	-589.386
chrec2:377028	915.8	82.8	3.478	-588.795
chrec2:3763625	1032.4	125.4	3.052	-588.038
chrec2:2133962	881.1	72.1	3.623	-587.105
chrec2:784149	912.3	83.5	3.460	-586.175
chrec2:433496	993.8	112.2	3.157	-585.372
chrec2:3059370	882.2	74.5	3.577	-583.476
chrec2:890848	1028.6	126.7	3.032	-583.342
chrec2:816656	832.3	57.5	3.865	-582.742
chrec2:2410108	1238.8	214.2	2.542	-581.451
chrec2:901118	814.4	52.7	3.962	-581.309
chrec2:2378165	963.5	103.4	3.230	-580.881
chrec2:3732889	897.0	80.7	3.484	-577.351
chrec2:1722989	1142.0	174.6	2.720	-577.187
chrec2:1593631	761.3	38.9	4.299	-577.046
chrec2:835589	1026.0	127.9	3.014	-576.495
chrec2:1253913	780.5	44.3	4.149	-575.032
