### ChExMix output
#Replicate	ParentCond	Name	Index	SigCount	CtrlCount	CtrlScaling	SignalFraction
#Replicate	SAMPLE	SAMPLE:1	0	990738.0	291723.0	2.854	0.592
#
#Point	SAMPLE:1_Sig	SAMPLE:1_Ctrl	SAMPLE:1_log2Fold	SAMPLE:1_log2Q
chrec2:3732253	202.1	15.0	2.237	-82.744
chrec2:2060221	432.6	61.4	1.303	-82.667
chrec2:592443	133.1	4.9	3.249	-82.545
chrec2:1195385	164.0	9.0	2.670	-82.285
chrec2:3246261	194.7	14.0	2.283	-82.235
chrec2:2247075	197.9	14.0	2.305	-82.160
chrec2:2735634	233.6	20.4	2.006	-82.080
chrec2:4398778	187.7	13.0	2.344	-81.793
chrec2:1706226	162.7	9.1	2.648	-81.509
chrec2:2443341	182.4	12.2	2.385	-81.294
chrec2:3152178	169.2	9.9	2.580	-80.792
chrec2:1642496	111.8	2.2	4.170	-80.690
chrec2:1192051	180.0	11.8	2.416	-80.687
chrec2:3175691	217.1	18.2	2.067	-80.495
chrec2:891313	113.6	2.7	3.864	-80.496
chrec2:1882515	151.5	7.5	2.815	-80.373
chrec2:1519071	141.9	6.1	3.032	-80.367
chrec2:2266920	156.0	8.4	2.706	-79.727
chrec2:1908803	174.1	11.0	2.468	-79.491
chrec2:2969046	173.9	11.2	2.445	-79.493
chrec2:1155412	119.6	3.2	3.701	-79.494
chrec2:1944336	164.9	9.5	2.599	-79.488
chrec2:2537813	147.9	7.2	2.844	-79.133
chrec2:2057173	149.6	7.6	2.788	-78.782
chrec2:2103800	226.0	20.1	1.980	-78.700
chrec2:4114144	125.4	4.5	3.278	-78.107
chrec2:4031389	143.8	6.8	2.890	-77.896
chrec2:3762904	195.4	14.8	2.212	-77.778
chrec2:3203307	208.6	17.4	2.067	-77.729
chrec2:1187244	168.8	10.7	2.462	-77.403
chrec2:4488614	258.5	26.9	1.751	-77.298
chrec2:2686095	145.0	7.1	2.843	-76.730
chrec2:3611713	188.2	14.4	2.200	-76.434
chrec2:2253030	154.7	8.5	2.675	-76.329
chrec2:1879284	163.1	10.1	2.503	-76.235
chrec2:4211429	305.4	36.6	1.547	-75.804
chrec2:2795824	171.0	11.4	2.397	-75.629
chrec2:4100355	145.7	7.5	2.766	-75.609
chrec2:3159844	140.9	6.8	2.870	-75.489
chrec2:3215207	140.4	7.0	2.815	-75.491
chrec2:1407666	155.0	9.0	2.591	-75.323
chrec2:3986668	117.2	3.7	3.477	-75.227
chrec2:713268	165.9	10.6	2.457	-75.163
chrec2:4088520	114.7	3.2	3.638	-75.140
chrec2:3504129	133.0	5.8	3.013	-75.099
chrec2:3078233	149.9	8.1	2.694	-75.047
chrec2:3072387	193.1	15.3	2.145	-74.961
chrec2:3517333	152.3	8.5	2.643	-74.797
chrec2:3611830	127.1	5.2	3.098	-74.427
chrec2:4217807	164.9	10.8	2.425	-74.426
chrec2:2055708	188.4	14.4	2.192	-74.299
chrec2:1649608	148.9	8.2	2.674	-74.275
chrec2:2975034	109.3	3.0	3.674	-73.361
chrec2:1336782	150.6	8.5	2.640	-73.249
chrec2:1271433	153.6	9.4	2.520	-72.824
chrec2:1505375	91.9	1.4	4.551	-72.787
chrec2:2641643	124.7	5.2	3.066	-72.768
chrec2:729275	135.8	6.3	2.907	-72.661
chrec2:3676039	132.7	6.0	2.944	-72.235
chrec2:711948	182.6	14.3	2.164	-72.210
chrec2:584876	164.7	11.4	2.338	-71.225
chrec2:502514	138.3	7.2	2.753	-71.187
chrec2:3471288	171.1	12.4	2.270	-70.990
chrec2:792518	337.5	45.9	1.367	-70.672
chrec2:4207796	132.6	6.3	2.876	-70.247
chrec2:3405020	223.8	22.3	1.814	-70.115
chrec2:3585399	104.7	3.1	3.575	-69.855
chrec2:4057023	167.5	12.0	2.292	-69.611
chrec2:2250266	167.2	12.1	2.279	-69.613
chrec2:3068537	289.1	35.6	1.507	-69.604
chrec2:194778	154.6	9.9	2.453	-69.483
chrec2:4587794	187.1	15.6	2.068	-69.432
chrec2:2470531	155.8	10.5	2.385	-69.355
chrec2:1797427	118.5	4.6	3.173	-69.131
chrec2:3428716	3138.0	849.4	0.372	-69.072
chrec2:1159208	122.5	5.5	2.977	-69.007
chrec2:2968257	142.2	8.2	2.596	-68.860
chrec2:1737041	161.5	11.4	2.316	-68.319
chrec2:3293273	147.7	9.3	2.478	-68.290
chrec2:1807889	176.4	14.3	2.113	-68.017
chrec2:3150675	233.7	24.5	1.738	-67.886
chrec2:3995088	331.2	45.3	1.357	-67.855
chrec2:2268743	116.1	4.6	3.130	-67.474
chrec2:2077979	96.1	2.4	3.814	-67.269
chrec2:2145147	128.6	6.3	2.832	-67.072
chrec2:704164	134.7	7.6	2.634	-67.009
chrec2:567147	82.0	1.0	6.358	-66.945
chrec2:3513294	137.4	7.7	2.643	-66.776
chrec2:233987	307.8	40.9	1.398	-66.635
chrec2:3585882	120.0	5.4	2.951	-66.569
chrec2:3713967	189.0	17.2	1.948	-66.231
chrec2:2904092	116.7	5.0	3.018	-66.183
chrec2:2241675	109.6	4.0	3.275	-66.060
chrec2:2010266	161.7	12.2	2.216	-66.049
chrec2:1938082	81.1	1.0	6.342	-66.015
chrec2:983452	136.1	7.9	2.591	-66.016
chrec2:3786548	169.9	13.5	2.140	-65.954
chrec2:1359421	87.5	1.8	4.130	-65.901
chrec2:1265129	105.8	3.8	3.304	-65.838
chrec2:3688620	155.1	10.9	2.316	-65.516
chrec2:2081593	132.7	7.7	2.602	-65.477
chrec2:4387295	132.4	7.7	2.596	-65.479
chrec2:231075	163.2	12.3	2.217	-65.314
chrec2:1591856	165.5	12.7	2.187	-65.291
chrec2:453646	122.9	6.2	2.792	-65.037
chrec2:4591508	220.9	23.4	1.726	-64.906
chrec2:1421945	180.0	15.5	2.022	-64.707
chrec2:174920	197.4	18.7	1.888	-64.664
chrec2:2349410	134.5	7.7	2.605	-64.494
chrec2:3605556	126.6	6.9	2.679	-64.437
chrec2:1524919	140.5	8.8	2.490	-63.966
chrec2:2946692	130.5	7.7	2.577	-63.941
chrec2:4027489	114.2	5.0	3.005	-63.752
chrec2:1613635	91.7	2.4	3.747	-63.746
chrec2:1006272	120.8	6.3	2.752	-63.452
chrec2:3529268	128.4	7.2	2.649	-63.403
chrec2:2354588	102.7	3.8	3.244	-63.306
chrec2:1706911	139.1	9.0	2.436	-63.225
chrec2:1343577	122.8	6.7	2.693	-63.154
chrec2:2453924	132.0	8.0	2.527	-62.974
chrec2:1051629	125.0	6.9	2.675	-62.881
chrec2:2820752	146.7	10.5	2.290	-62.788
chrec2:2251899	80.5	1.2	4.605	-61.720
chrec2:4227254	183.6	16.9	1.929	-61.638
chrec2:1766475	138.3	9.4	2.370	-61.608
chrec2:3089718	120.8	6.6	2.672	-61.581
chrec2:2368992	116.1	5.6	2.853	-61.395
chrec2:3668809	207.8	21.8	1.739	-61.294
chrec2:672332	88.9	2.3	3.767	-61.097
chrec2:4107744	117.8	6.2	2.743	-61.084
chrec2:1388409	102.4	4.1	3.127	-61.061
chrec2:146755	199.8	20.6	1.768	-60.772
chrec2:1868225	105.1	4.5	3.030	-60.558
chrec2:1504144	121.6	7.0	2.607	-60.551
chrec2:958004	96.7	3.3	3.369	-60.547
chrec2:1051733	159.5	13.1	2.090	-60.432
chrec2:1118189	120.7	6.9	2.606	-59.774
chrec2:1719001	161.2	13.4	2.072	-59.764
chrec2:3461565	104.9	4.2	3.121	-59.738
chrec2:1874819	106.0	4.8	2.941	-59.293
chrec2:4206772	158.2	13.1	2.084	-59.054
chrec2:3058383	77.6	1.1	4.565	-58.972
chrec2:150538	312.3	45.5	1.266	-58.738
chrec2:3879108	91.3	3.1	3.349	-58.647
chrec2:860477	88.9	2.8	3.482	-58.515
chrec2:643267	149.3	11.7	2.161	-58.337
chrec2:4444203	215.5	24.2	1.638	-58.142
chrec2:1801009	341.7	52.5	1.189	-58.095
chrec2:1618714	76.4	1.1	4.590	-58.059
chrec2:3755409	225.0	26.3	1.584	-58.011
chrec2:2975232	79.3	1.6	4.125	-57.761
chrec2:3190777	127.2	8.1	2.459	-57.540
chrec2:4094827	207.6	22.8	1.675	-57.501
chrec2:218840	281.0	38.6	1.351	-57.496
chrec2:2631370	111.2	5.7	2.780	-57.447
chrec2:4547371	212.6	23.8	1.644	-57.397
chrec2:149637	130.9	8.8	2.375	-57.317
chrec2:1917299	130.9	8.9	2.363	-57.319
chrec2:2218973	93.0	3.5	3.230	-57.166
chrec2:1176981	143.0	11.1	2.175	-56.977
chrec2:2004990	124.4	7.7	2.495	-56.945
chrec2:4148065	228.4	27.4	1.547	-56.851
chrec2:986169	95.7	3.6	3.219	-56.603
chrec2:243517	104.6	5.2	2.828	-56.506
chrec2:702286	131.7	9.3	2.315	-56.506
chrec2:2035609	191.5	20.0	1.747	-56.328
chrec2:2774159	143.9	11.3	2.154	-56.269
chrec2:1766867	74.1	1.3	4.265	-56.247
chrec2:3252908	102.9	4.6	2.975	-56.072
chrec2:4610437	159.3	14.1	1.986	-55.829
chrec2:3162226	130.7	9.3	2.302	-55.784
chrec2:4506527	117.4	7.3	2.497	-55.768
chrec2:460603	151.4	12.8	2.050	-55.643
chrec2:987508	148.8	12.4	2.077	-55.616
chrec2:2621660	105.9	5.6	2.731	-55.394
chrec2:3606968	87.5	3.0	3.340	-55.255
chrec2:3278197	126.4	8.4	2.395	-55.231
chrec2:4532694	266.7	36.6	1.353	-55.159
chrec2:4446923	107.4	5.9	2.679	-55.113
chrec2:1442741	76.1	1.7	3.970	-55.087
chrec2:1271957	152.2	13.0	2.036	-55.014
chrec2:4173414	133.9	10.1	2.212	-54.965
chrec2:1312774	110.4	6.1	2.658	-54.864
chrec2:2752210	202.0	23.1	1.618	-54.563
chrec2:964154	230.5	28.9	1.483	-54.276
chrec2:4587961	135.4	10.2	2.222	-54.223
chrec2:915307	75.3	1.5	4.120	-54.192
chrec2:2808226	74.8	1.7	3.919	-54.194
chrec2:3740013	77.7	2.1	3.714	-54.101
chrec2:4147903	149.6	13.3	1.982	-53.672
chrec2:932736	99.8	4.6	2.926	-53.673
chrec2:2985703	83.2	2.6	3.500	-53.369
chrec2:1844023	82.3	2.7	3.410	-53.371
chrec2:2753492	107.9	6.1	2.622	-53.320
chrec2:3831913	102.2	5.5	2.695	-53.041
chrec2:20539	112.5	6.7	2.561	-52.925
chrec2:4117597	130.2	10.1	2.170	-52.841
chrec2:954920	105.2	5.7	2.690	-52.782
chrec2:2714050	105.1	5.9	2.653	-52.784
chrec2:922786	69.5	1.4	4.145	-52.617
chrec2:2409873	100.4	4.9	2.838	-52.551
chrec2:2107354	120.0	8.1	2.367	-52.412
chrec2:2739869	119.5	8.4	2.318	-52.414
chrec2:1852545	87.2	3.2	3.250	-52.154
chrec2:1409738	87.0	3.4	3.165	-52.156
chrec2:2091530	86.8	3.3	3.183	-52.158
chrec2:3189803	84.5	3.0	3.316	-51.881
chrec2:19836	116.2	8.0	2.339	-51.779
chrec2:4612453	118.8	8.4	2.312	-51.686
chrec2:1016012	81.1	2.7	3.412	-51.668
chrec2:3943988	125.6	9.2	2.266	-51.499
chrec2:1649631	132.5	10.7	2.117	-51.433
chrec2:1624301	209.8	25.9	1.507	-51.421
chrec2:2705871	174.5	18.3	1.742	-51.373
chrec2:2817851	198.1	23.4	1.571	-51.259
chrec2:850847	201.2	24.1	1.549	-51.048
chrec2:2753399	92.8	4.6	2.836	-50.834
chrec2:4433514	123.6	9.4	2.203	-50.792
chrec2:2759907	133.8	11.0	2.096	-50.760
chrec2:1893015	128.4	9.8	2.192	-50.748
chrec2:3267095	110.7	7.2	2.424	-50.541
chrec2:2994398	144.7	13.2	1.944	-50.368
chrec2:63363	274.4	40.5	1.247	-50.126
chrec2:2518328	87.5	3.6	3.073	-50.020
chrec2:1789136	87.3	3.6	3.076	-50.022
chrec2:1124216	98.8	5.4	2.691	-49.937
chrec2:1122592	168.4	17.6	1.749	-49.873
chrec2:1413880	69.7	1.6	3.931	-49.744
chrec2:1259431	88.2	4.2	2.886	-49.605
chrec2:3555312	113.8	7.8	2.347	-49.596
chrec2:1093276	91.5	4.3	2.897	-49.236
chrec2:1315419	90.6	4.5	2.830	-49.238
chrec2:3789662	65.6	1.3	4.157	-49.004
chrec2:174983	101.5	6.2	2.525	-48.746
chrec2:2708893	159.8	16.1	1.796	-48.720
chrec2:4265176	147.9	14.3	1.854	-48.672
chrec2:3843459	90.1	4.5	2.827	-48.437
chrec2:75610	153.1	15.2	1.820	-48.356
chrec2:890291	77.5	2.5	3.462	-48.270
chrec2:2058929	133.4	11.8	1.987	-48.129
chrec2:2875213	92.2	4.8	2.747	-48.128
chrec2:1425431	81.8	3.4	3.059	-48.019
chrec2:3508209	125.4	10.5	2.070	-47.984
chrec2:3011077	67.2	1.7	3.751	-47.972
chrec2:400177	94.0	5.1	2.680	-47.860
chrec2:437383	143.3	13.6	1.888	-47.844
chrec2:1811028	102.5	6.6	2.452	-47.842
chrec2:4065472	105.3	6.8	2.449	-47.707
chrec2:1770652	79.1	2.9	3.270	-47.703
chrec2:3873293	60.9	0.9	5.927	-47.513
chrec2:1230390	98.0	5.7	2.600	-47.423
chrec2:142702	176.7	20.1	1.626	-47.377
chrec2:1473030	114.8	8.5	2.244	-47.329
chrec2:3827721	116.2	9.1	2.167	-47.302
chrec2:443874	81.5	3.2	3.159	-47.207
chrec2:650812	81.2	3.4	3.043	-47.209
chrec2:1927828	85.9	3.9	2.943	-47.203
chrec2:192613	150.6	15.3	1.786	-47.117
chrec2:951638	92.7	5.1	2.683	-47.096
chrec2:1932482	87.8	4.5	2.774	-46.867
chrec2:4637386	154.4	15.8	1.774	-46.749
chrec2:2717843	96.4	5.9	2.504	-46.671
chrec2:3786571	112.3	8.2	2.260	-46.666
chrec2:4556197	151.8	15.7	1.763	-46.622
chrec2:1629113	59.6	1.0	4.351	-46.609
chrec2:4016824	102.9	6.8	2.397	-46.240
chrec2:4316206	77.5	2.8	3.266	-46.045
chrec2:4434352	126.3	11.2	1.984	-46.036
chrec2:4211470	2621.9	733.3	0.325	-45.998
chrec2:838644	125.0	10.8	2.013	-45.993
chrec2:1270878	124.9	10.7	2.027	-45.995
chrec2:664428	73.3	2.7	3.235	-45.758
chrec2:2975689	84.9	3.9	2.944	-45.606
chrec2:2941956	84.2	3.9	2.917	-45.608
chrec2:1350842	68.1	1.8	3.759	-45.382
chrec2:1629214	64.6	1.6	3.804	-45.337
chrec2:2411298	76.3	2.9	3.216	-45.220
chrec2:4042603	277.1	43.6	1.155	-45.178
chrec2:1706527	130.8	12.0	1.934	-44.915
chrec2:4511729	121.3	10.4	2.033	-44.597
chrec2:4606268	107.1	7.9	2.240	-44.570
chrec2:1032107	191.1	24.2	1.467	-44.565
chrec2:419978	110.7	8.6	2.165	-44.519
chrec2:2689992	256.1	39.2	1.197	-44.399
chrec2:2746581	86.6	4.8	2.666	-44.238
chrec2:425999	98.0	6.6	2.378	-44.141
chrec2:3710995	137.8	13.4	1.853	-44.017
chrec2:4000443	77.0	3.2	3.070	-43.941
chrec2:2837954	120.4	10.3	2.027	-43.929
chrec2:755124	56.6	0.9	5.822	-43.865
chrec2:3384531	108.0	8.2	2.207	-43.837
chrec2:3344539	107.3	8.4	2.170	-43.839
chrec2:2590204	92.9	5.8	2.491	-43.660
chrec2:898910	65.4	2.0	3.532	-43.658
chrec2:3287698	85.3	4.9	2.623	-43.468
chrec2:3401211	143.2	15.0	1.745	-43.269
chrec2:3440384	112.6	9.4	2.064	-43.147
chrec2:2287430	90.1	5.5	2.516	-43.065
chrec2:3971627	68.3	2.2	3.428	-42.981
chrec2:2998580	83.9	4.2	2.794	-42.940
chrec2:315595	73.1	2.9	3.125	-42.746
chrec2:2824264	84.9	4.8	2.634	-42.695
chrec2:418639	166.1	19.8	1.556	-42.594
chrec2:3614779	102.1	7.5	2.257	-42.481
chrec2:904189	88.6	5.6	2.482	-42.310
chrec2:788045	193.6	25.6	1.406	-42.184
chrec2:3535915	148.7	16.2	1.687	-42.036
chrec2:3999663	95.2	6.6	2.345	-41.943
chrec2:1024811	63.6	1.9	3.556	-41.933
chrec2:1488890	84.8	4.6	2.686	-41.926
chrec2:1889777	83.9	4.9	2.590	-41.927
chrec2:2314893	83.8	4.7	2.632	-41.929
chrec2:1295068	58.0	1.1	4.253	-41.854
chrec2:4508195	99.4	7.1	2.297	-41.817
chrec2:3944033	109.3	9.0	2.091	-41.763
chrec2:1081725	79.3	3.9	2.838	-41.653
chrec2:1615001	69.1	2.7	3.167	-41.585
chrec2:519013	87.9	5.4	2.507	-41.568
chrec2:2070396	140.1	14.9	1.718	-41.441
chrec2:1646341	89.8	5.7	2.459	-41.430
chrec2:1994975	115.7	10.4	1.964	-41.272
chrec2:1436817	63.3	1.8	3.602	-41.082
chrec2:474431	62.8	1.8	3.605	-41.084
chrec2:2589544	107.5	9.0	2.070	-41.083
chrec2:916731	78.6	4.0	2.789	-40.869
chrec2:2455233	86.7	5.5	2.466	-40.819
chrec2:1647644	68.5	2.5	3.237	-40.758
chrec2:1472327	67.9	2.6	3.179	-40.760
chrec2:2412176	117.6	10.5	1.966	-40.689
chrec2:2754771	116.6	10.8	1.922	-40.690
chrec2:2173456	80.2	4.3	2.700	-40.621
chrec2:3367518	113.0	10.1	1.974	-40.551
chrec2:2445691	141.5	15.6	1.669	-40.544
chrec2:2518198	124.0	12.0	1.851	-40.424
chrec2:4000425	97.6	7.1	2.261	-40.403
chrec2:400571	75.5	3.7	2.850	-40.385
chrec2:499318	74.7	3.8	2.789	-40.386
chrec2:1953953	99.0	7.5	2.208	-40.381
chrec2:245885	121.6	11.8	1.852	-40.325
chrec2:636523	70.7	2.8	3.130	-40.314
chrec2:407381	70.0	2.8	3.111	-40.316
chrec2:2149777	59.5	1.6	3.735	-40.107
chrec2:1399049	58.9	1.7	3.578	-40.108
chrec2:1716072	77.1	4.1	2.711	-40.104
chrec2:4136398	77.0	4.0	2.754	-40.106
chrec2:4348985	56.2	1.1	4.140	-40.100
chrec2:432209	55.4	1.3	3.885	-40.102
chrec2:236022	113.2	10.5	1.920	-39.975
chrec2:1997898	112.0	10.1	1.961	-39.904
chrec2:234205	108.0	9.2	2.038	-39.788
chrec2:1027473	48.5	0.6	5.601	-39.733
chrec2:1815406	64.1	2.1	3.402	-39.639
chrec2:3328051	190.5	26.6	1.328	-39.529
chrec2:3603619	83.4	4.9	2.566	-39.491
chrec2:1824149	82.5	5.2	2.462	-39.492
chrec2:1213815	52.0	0.9	5.699	-39.354
chrec2:3642206	111.3	10.0	1.961	-39.245
chrec2:3176714	108.8	9.7	1.975	-39.178
chrec2:2776500	70.7	3.3	2.909	-39.136
chrec2:4095229	65.9	2.6	3.139	-39.131
chrec2:2319001	92.8	6.8	2.258	-39.037
chrec2:885346	97.7	7.4	2.204	-38.994
chrec2:2354163	82.1	5.1	2.501	-38.742
chrec2:3327608	407.6	80.8	0.821	-38.705
chrec2:3678824	60.0	1.8	3.559	-38.546
chrec2:4103697	146.9	17.4	1.565	-38.486
chrec2:3374359	128.0	13.6	1.726	-38.454
chrec2:2084870	50.9	0.7	5.670	-38.452
chrec2:3900736	101.9	8.6	2.057	-38.358
chrec2:2964779	116.1	11.5	1.816	-38.320
chrec2:3921310	123.4	12.8	1.751	-38.180
chrec2:3525113	79.2	4.7	2.571	-38.149
chrec2:57161	161.5	20.5	1.467	-37.998
chrec2:1189841	59.7	1.8	3.553	-37.696
chrec2:3827102	90.7	7.0	2.187	-37.616
chrec2:2155454	69.4	3.2	2.929	-37.540
chrec2:2073462	69.2	3.3	2.873	-37.541
chrec2:2516387	69.1	3.4	2.829	-37.543
chrec2:3932542	78.7	4.6	2.595	-37.392
chrec2:4484271	80.1	5.0	2.495	-37.249
chrec2:4511149	152.8	19.1	1.484	-37.189
chrec2:2473572	156.5	19.7	1.476	-37.041
chrec2:1472489	72.8	4.0	2.676	-37.006
chrec2:395558	72.7	4.0	2.679	-37.007
chrec2:1105125	45.5	0.5	5.509	-36.961
chrec2:3502929	75.0	4.4	2.578	-36.805
chrec2:621470	74.9	4.5	2.531	-36.807
chrec2:4331479	68.9	3.2	2.932	-36.751
chrec2:405495	68.7	3.2	2.910	-36.752
chrec2:3078150	77.5	4.6	2.572	-36.644
chrec2:3601418	106.7	10.1	1.886	-36.638
chrec2:2696544	78.3	5.2	2.404	-36.512
chrec2:4103998	99.3	8.6	2.025	-36.340
chrec2:2144405	83.0	5.8	2.316	-36.328
chrec2:3863960	65.3	2.9	2.956	-36.285
chrec2:611882	85.0	6.0	2.319	-36.273
chrec2:1008081	87.8	6.4	2.272	-36.237
chrec2:3088403	87.1	6.5	2.223	-36.239
chrec2:464796	88.3	7.0	2.145	-36.222
chrec2:3189523	216.0	33.9	1.160	-36.175
chrec2:3589711	44.5	0.1	5.474	-36.080
chrec2:3939984	62.4	2.5	3.107	-35.861
chrec2:3181113	54.0	1.5	3.618	-35.800
chrec2:1350653	48.5	0.8	5.601	-35.757
chrec2:3464653	110.8	11.0	1.817	-35.682
chrec2:2822469	80.8	5.3	2.426	-35.683
chrec2:3847420	82.1	5.7	2.328	-35.613
chrec2:2281112	94.0	8.0	2.042	-35.581
chrec2:890408	70.7	4.2	2.563	-35.481
chrec2:1895005	74.2	4.9	2.417	-35.152
chrec2:4371624	119.0	12.8	1.703	-35.129
chrec2:4540919	109.8	11.1	1.792	-35.054
chrec2:391037	77.7	5.0	2.445	-35.041
chrec2:3645885	77.2	4.9	2.461	-35.042
chrec2:2110468	68.4	3.7	2.696	-34.924
chrec2:4154566	81.0	5.9	2.265	-34.894
chrec2:3101561	88.5	7.2	2.103	-34.840
chrec2:1239108	58.2	2.1	3.250	-34.660
chrec2:3189100	102.1	9.6	1.895	-34.610
chrec2:3080374	74.9	4.6	2.522	-34.410
chrec2:4356359	65.0	3.4	2.756	-34.393
chrec2:1094757	65.0	3.2	2.813	-34.395
chrec2:3404695	95.8	8.6	1.958	-34.355
chrec2:4483129	54.6	2.0	3.282	-34.336
chrec2:733885	76.6	4.9	2.440	-34.312
chrec2:2818359	76.3	5.0	2.430	-34.313
chrec2:4028660	60.6	2.6	3.028	-34.245
chrec2:2926508	126.3	14.4	1.619	-34.183
chrec2:3697457	81.8	6.2	2.219	-34.151
chrec2:2319306	86.0	6.8	2.148	-34.142
chrec2:2386239	49.4	1.1	3.932	-33.956
chrec2:4502345	61.7	3.0	2.845	-33.901
chrec2:1214715	72.8	4.8	2.409	-33.676
chrec2:2105038	85.5	6.8	2.135	-33.445
chrec2:1100529	65.5	3.7	2.621	-33.383
chrec2:3655848	98.8	9.2	1.913	-33.223
chrec2:973909	68.1	4.1	2.542	-33.196
chrec2:3293427	67.9	3.9	2.609	-33.198
chrec2:2173892	67.8	4.2	2.514	-33.199
chrec2:926404	202.4	32.0	1.149	-33.132
chrec2:1006926	60.9	2.9	2.901	-33.106
chrec2:946263	60.3	3.1	2.771	-33.108
chrec2:4537047	56.2	2.4	3.058	-33.023
chrec2:2817329	270.9	49.2	0.949	-32.911
chrec2:2736227	317.6	61.0	0.867	-32.842
chrec2:2764867	83.7	6.9	2.094	-32.763
chrec2:3774072	80.0	6.0	2.225	-32.745
chrec2:2233742	42.7	0.6	5.418	-32.646
chrec2:1275883	42.6	0.0	5.413	-32.648
chrec2:4034708	64.8	3.7	2.601	-32.623
chrec2:3326609	96.7	9.2	1.875	-32.591
chrec2:842099	66.6	4.0	2.535	-32.449
chrec2:1087375	68.9	4.5	2.437	-32.312
chrec2:2070647	91.7	8.1	1.982	-32.312
chrec2:21841	90.3	8.3	1.928	-32.313
chrec2:2267167	71.7	4.6	2.447	-32.210
chrec2:990996	44.0	1.0	3.905	-32.190
chrec2:2466429	87.0	7.6	2.010	-32.177
chrec2:955243	73.0	5.1	2.327	-32.138
chrec2:4614033	83.4	6.9	2.089	-32.087
chrec2:842728	61.6	3.4	2.666	-32.070
chrec2:1434895	81.3	6.4	2.146	-32.064
chrec2:435815	81.1	6.3	2.171	-32.066
chrec2:268342	93.6	9.0	1.859	-31.851
chrec2:2584236	52.1	1.9	3.234	-31.844
chrec2:1790101	92.0	8.5	1.916	-31.753
chrec2:485221	120.4	14.1	1.581	-31.706
chrec2:2705802	100.8	10.3	1.774	-31.699
chrec2:202068	154.9	22.0	1.306	-31.531
chrec2:3897856	123.6	14.9	1.543	-31.516
chrec2:3186824	43.6	0.9	5.445	-31.303
chrec2:3195441	60.9	3.3	2.706	-31.298
chrec2:2684234	62.9	3.7	2.578	-31.103
chrec2:4053491	62.8	3.7	2.581	-31.104
chrec2:2750423	51.5	1.8	3.318	-31.012
chrec2:1129354	89.7	8.1	1.948	-31.012
chrec2:3118620	41.8	0.0	5.386	-30.984
chrec2:1719759	67.4	4.3	2.472	-30.840
chrec2:167423	151.9	21.5	1.308	-30.798
chrec2:147576	83.3	7.2	2.016	-30.786
chrec2:3859214	48.2	1.7	3.325	-30.703
chrec2:2140006	48.0	1.4	3.543	-30.704
chrec2:2455168	75.5	5.7	2.226	-30.662
chrec2:2974864	75.1	5.8	2.176	-30.664
chrec2:1850509	60.3	3.2	2.730	-30.531
chrec2:1834112	59.9	3.4	2.610	-30.532
chrec2:392198	42.8	0.7	5.419	-30.421
chrec2:2373857	42.5	0.8	5.408	-30.423
chrec2:20568	87.9	8.2	1.914	-30.369
chrec2:2912481	61.8	3.6	2.602	-30.355
chrec2:3042302	55.4	2.6	2.916	-30.253
chrec2:4163282	64.5	4.0	2.506	-30.216
chrec2:107670	166.4	25.0	1.222	-30.203
chrec2:478572	49.6	1.9	3.191	-30.197
chrec2:1310393	78.6	6.3	2.123	-30.018
chrec2:2291341	56.7	3.1	2.688	-29.983
chrec2:425274	47.5	1.6	3.422	-29.865
chrec2:1804706	47.1	1.5	3.478	-29.867
chrec2:1437352	46.9	1.7	3.280	-29.868
chrec2:907210	89.5	8.5	1.883	-29.836
chrec2:2732943	115.0	13.7	1.552	-29.822
chrec2:2969902	114.8	14.0	1.526	-29.823
chrec2:585015	86.9	8.2	1.899	-29.731
chrec2:3340562	101.1	11.1	1.678	-29.566
chrec2:83732	153.2	22.8	1.238	-29.518
chrec2:2872047	63.3	4.0	2.477	-29.479
chrec2:2549628	53.3	2.8	2.746	-29.468
chrec2:4078929	92.4	9.1	1.826	-29.450
chrec2:3582901	131.9	17.8	1.377	-29.372
chrec2:2926603	89.5	9.1	1.786	-29.323
chrec2:4235232	75.8	6.0	2.140	-29.309
chrec2:1898590	108.9	13.0	1.559	-29.262
chrec2:445915	46.3	1.6	3.368	-29.030
chrec2:1706046	51.3	2.3	2.985	-28.986
chrec2:395587	50.8	2.4	2.902	-28.988
chrec2:2797744	90.7	9.5	1.750	-28.826
chrec2:4604168	118.4	14.9	1.477	-28.746
chrec2:2771950	62.4	4.0	2.442	-28.743
chrec2:3392293	52.2	2.8	2.726	-28.679
chrec2:3128746	64.6	4.2	2.421	-28.663
chrec2:2293762	74.3	6.0	2.109	-28.627
chrec2:2474370	68.0	5.1	2.211	-28.585
chrec2:220066	121.2	16.1	1.399	-28.288
chrec2:689457	89.8	9.4	1.745	-28.206
chrec2:2190274	44.9	1.5	3.417	-28.192
chrec2:4409355	130.9	18.0	1.346	-28.028
chrec2:2236183	74.7	6.6	1.980	-28.000
chrec2:2324580	71.2	5.7	2.134	-27.904
chrec2:567509	47.1	2.0	3.039	-27.734
chrec2:3526779	116.0	14.9	1.449	-27.650
chrec2:455773	77.9	7.1	1.937	-27.491
chrec2:2992023	56.2	3.3	2.582	-27.489
chrec2:1331009	58.7	3.6	2.516	-27.359
chrec2:3709551	67.6	5.6	2.085	-27.184
chrec2:1052423	82.7	8.3	1.813	-27.179
chrec2:4005952	64.0	4.7	2.252	-27.180
